onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.467	4.5	LargeProblem	2119	1	4	9	13
11.983	4.5	LargeProblem	2051	1	5	7	14
18.35	4.5	LargeProblem	1764	1	7	6	13
24.483	4.5	LargeProblem	2927	1	4	7	12
29.983	4.5	LargeProblem	2059	0	6	8	15
36.483	4.5	LargeProblem	3536	1	8	4	13
48.483	4.5	Plus1	1327	1	2	1	4
53.983	4.5	Plus1	3771	1	6	1	8
59.983	4.5	Plus1	1403	1	6	1	7
66.483	4.5	Plus1	1151	1	9	1	10
71.983	4.5	Plus1	1491	1	5	1	6
78.483	4.5	Plus1	1647	1	9	1	12
90.483	4.5	SmallProblem	1975	1	3	5	10
95.983	4.5	SmallProblem	2099	1	3	7	10
101.983	4.5	SmallProblem	4611	1	2	6	9
108.467	4.5	SmallProblem	2431	1	7	2	10
114.483	4.5	SmallProblem	2007	0	6	3	11
120.983	4.5	SmallProblem	2387	1	3	2	7
138.483	4.5	LargeProblem	2415	1	3	8	11
144.483	4.5	LargeProblem	0	0	6	5	11
149.983	4.5	LargeProblem	2227	0	9	3	12
156.483	4.5	LargeProblem	2599	1	5	9	14
161.983	4.5	LargeProblem	2523	0	9	2	13
167.967	4.5	LargeProblem	4115	0	8	5	15
186.483	4.5	Plus1	1351	1	3	1	4
191.983	4.5	Plus1	1803	1	8	1	11
198.483	4.5	Plus1	3087	0	4	1	7
204.483	4.5	Plus1	3127	0	5	1	7
210.983	4.5	Plus1	2259	1	2	1	3
216.483	4.5	Plus1	1271	1	7	1	8
234.483	4.5	SmallProblem	1807	1	5	4	9
239.983	4.5	SmallProblem	1547	1	2	8	10
246.483	4.5	SmallProblem	1431	1	4	3	7
252.483	4.5	SmallProblem	1863	1	5	2	7
257.983	4.5	SmallProblem	2299	1	2	4	6
264.483	4.5	SmallProblem	2295	1	4	6	11
