onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.467	4.5	Plus1	1539	1	9	1	12
12.484	4.5	Plus1	1386	1	2	1	3
17.984	4.5	Plus1	1702	1	7	1	8
24.484	4.5	Plus1	1386	1	3	1	4
30.484	4.5	Plus1	1442	1	4	1	6
36.984	4.5	Plus1	2030	1	7	1	9
48.484	4.5	SmallProblem	1354	1	6	4	10
54.984	4.5	SmallProblem	1678	1	6	2	8
60.984	4.5	SmallProblem	1798	1	8	2	11
66.484	4.5	SmallProblem	2954	1	2	5	8
72.984	4.5	SmallProblem	1398	1	5	3	8
78.484	4.5	SmallProblem	2402	1	2	7	9
96.484	4.5	SmallProblem	2282	1	4	5	10
101.984	4.5	SmallProblem	2029	0	3	4	9
108.484	4.5	SmallProblem	3418	1	3	6	9
114.484	4.5	SmallProblem	1538	1	2	3	5
120.984	4.5	SmallProblem	1901	1	4	2	8
126.484	4.5	SmallProblem	2346	1	7	3	12
138.484	4.5	LargeProblem	1665	1	9	4	14
143.984	4.5	LargeProblem	1429	1	7	5	12
149.984	4.5	LargeProblem	2933	1	9	5	16
156.484	4.5	LargeProblem	3761	1	5	6	13
162.484	4.5	LargeProblem	2809	1	2	9	11
168.984	4.5	LargeProblem	1981	1	3	9	13
186.484	4.5	Plus1	2065	1	3	1	5
192.484	4.5	Plus1	2169	1	6	1	7
198.984	4.5	Plus1	1549	1	8	1	9
204.484	4.5	Plus1	1577	1	5	1	8
210.984	4.5	Plus1	1477	1	4	1	5
216.484	4.5	Plus1	2105	1	8	1	11
234.484	4.5	LargeProblem	3473	1	5	8	13
239.984	4.5	LargeProblem	1813	1	8	6	14
246.484	4.5	LargeProblem	1721	1	8	3	13
252.484	4.5	LargeProblem	1617	1	7	4	11
258.984	4.5	LargeProblem	2205	1	4	8	12
264.984	4.5	LargeProblem	2701	0	6	7	14
