onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.467	4.5	SmallProblem	1415	1	5	2	7
11.984	4.5	SmallProblem	3762	0	4	3	7
18.284	4.5	SmallProblem	2086	0	4	6	11
24.484	4.5	SmallProblem	2798	1	6	3	11
29.984	4.5	SmallProblem	3458	1	3	7	10
35.984	4.5	SmallProblem	1850	1	3	2	7
48.484	4.5	LargeProblem	4990	1	9	2	13
54.467	4.5	LargeProblem	3743	1	6	5	11
59.984	4.5	LargeProblem	5106	1	8	4	13
66.467	4.5	LargeProblem	2687	1	5	9	14
72.484	4.5	LargeProblem	0	0	3	8	11
78.984	4.5	LargeProblem	2946	1	5	7	14
96.484	4.5	Plus1	1942	1	2	1	4
102.984	4.5	Plus1	1626	1	3	1	4
108.484	4.5	Plus1	1798	1	9	1	12
114.484	4.5	Plus1	1814	1	4	1	7
120.984	4.5	Plus1	2930	1	5	1	7
126.484	4.5	Plus1	1566	1	2	1	3
144.484	4.5	SmallProblem	4198	0	2	6	9
149.984	4.5	SmallProblem	2394	1	5	4	9
156.484	4.5	SmallProblem	5110	1	2	8	10
162.467	4.5	SmallProblem	2063	1	3	5	10
168.984	4.5	SmallProblem	2690	1	2	4	6
174.984	4.5	SmallProblem	3042	1	7	2	10
192.484	4.5	Plus1	3038	1	5	1	6
198.984	4.5	Plus1	3242	1	6	1	7
204.484	4.5	Plus1	1798	1	7	1	8
210.484	4.5	Plus1	2742	1	8	1	11
216.984	4.5	Plus1	1698	1	9	1	10
222.484	4.5	Plus1	2478	1	6	1	8
234.484	4.5	LargeProblem	2214	1	4	9	13
240.984	4.5	LargeProblem	4898	1	7	6	13
246.467	4.5	LargeProblem	3135	1	9	3	12
252.484	4.5	LargeProblem	3830	1	8	5	15
258.984	4.5	LargeProblem	3706	0	4	7	12
264.984	4.5	LargeProblem	0	0	6	8	15
