onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.484	4.5	LargeProblem	500	1	3	8	11
12.484	4.5	LargeProblem	1643	0	9	2	13
18.984	4.5	LargeProblem	0	0	9	3	12
24.484	4.5	LargeProblem	2251	0	6	5	11
30.484	4.5	LargeProblem	2211	0	4	7	12
36.984	4.5	LargeProblem	0	0	7	6	13
54.484	4.5	SmallProblem	6459	1	2	6	9
60.984	4.5	SmallProblem	0	0	7	2	10
66.484	4.5	SmallProblem	2907	1	4	6	11
72.484	4.5	SmallProblem	3507	1	6	3	11
78.984	4.5	SmallProblem	0	0	2	8	10
84.984	4.5	SmallProblem	711	0	3	5	10
102.484	4.5	LargeProblem	0	0	6	8	15
108.984	4.5	LargeProblem	543	1	8	4	13
114.984	4.5	LargeProblem	1063	0	5	9	14
120.484	4.5	LargeProblem	403	0	8	5	15
126.984	4.5	LargeProblem	3623	0	5	7	14
132.484	4.5	LargeProblem	195	1	4	9	13
144.484	4.5	Plus1	1699	1	5	1	6
149.984	4.5	Plus1	4831	1	9	1	12
156.484	4.5	Plus1	2651	0	8	1	11
162.484	4.5	Plus1	4139	1	5	1	7
168.984	4.5	Plus1	4391	0	7	1	8
174.484	4.5	Plus1	483	0	4	1	7
192.484	4.5	Plus1	2323	1	9	1	10
197.984	4.5	Plus1	3751	1	6	1	8
203.984	4.5	Plus1	223	0	2	1	3
210.484	4.5	Plus1	3171	0	6	1	7
215.984	4.5	Plus1	631	0	2	1	4
221.984	4.5	Plus1	3727	1	3	1	4
234.484	4.5	SmallProblem	3339	1	3	2	7
240.484	4.5	SmallProblem	795	0	3	7	10
245.984	4.5	SmallProblem	1359	0	4	3	7
252.484	4.5	SmallProblem	419	1	5	2	7
257.984	4.5	SmallProblem	335	1	5	4	9
264.484	4.5	SmallProblem	123	1	2	4	6
