onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	SmallProblem	2557	1	5	2	7
11.983	4.5	SmallProblem	4113	1	4	6	11
18.483	4.5	SmallProblem	2277	0	4	3	7
24.483	4.5	SmallProblem	2389	1	2	8	10
30.983	4.5	SmallProblem	3161	1	2	4	6
36.483	4.5	SmallProblem	3365	1	3	2	7
54.483	4.5	LargeProblem	4077	0	3	8	11
60.983	4.5	LargeProblem	2049	1	6	5	11
66.983	4.5	LargeProblem	4193	1	8	4	13
72.483	4.5	LargeProblem	3453	1	4	9	13
78.483	4.5	LargeProblem	2141	0	6	8	15
83.983	4.5	LargeProblem	2617	1	9	3	12
102.483	4.5	Plus1	1493	1	2	1	3
108.483	4.5	Plus1	2829	1	4	1	7
114.983	4.5	Plus1	2681	1	6	1	8
120.483	4.5	Plus1	1301	1	7	1	8
126.483	4.5	Plus1	1877	1	9	1	10
132.983	4.5	Plus1	2185	1	9	1	12
144.483	4.5	LargeProblem	3117	1	9	2	13
150.483	4.5	LargeProblem	2909	1	8	5	15
155.984	4.5	LargeProblem	4336	1	5	7	14
162.484	4.5	LargeProblem	4012	1	4	7	12
167.984	4.5	LargeProblem	3256	0	5	9	14
174.484	4.5	LargeProblem	3372	0	7	6	13
186.484	4.5	SmallProblem	2532	1	3	5	10
192.984	4.5	SmallProblem	2192	1	5	4	9
198.984	4.5	SmallProblem	3184	0	6	3	11
204.484	4.5	SmallProblem	3172	1	2	6	9
210.484	4.5	SmallProblem	3476	0	3	7	10
215.984	4.5	SmallProblem	624	0	7	2	10
228.484	4.5	Plus1	2676	1	8	1	11
233.984	4.5	Plus1	1576	1	5	1	6
239.984	4.5	Plus1	3664	1	2	1	4
246.484	4.5	Plus1	1260	1	3	1	4
251.984	4.5	Plus1	1872	1	5	1	7
257.984	4.5	Plus1	1504	1	6	1	7
