onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	LargeProblem	2643	1	5	7	14
11.983	4.5	LargeProblem	0	0	8	5	15
18.483	4.5	LargeProblem	2051	1	6	5	11
24.483	4.5	LargeProblem	0	0	6	8	15
29.983	4.5	LargeProblem	2871	1	3	8	11
35.983	4.5	LargeProblem	2695	0	4	9	13
54.483	4.5	Plus1	4355	1	8	1	11
60.483	4.5	Plus1	2499	1	4	1	7
65.983	4.5	Plus1	0	0	9	1	12
72.483	4.5	Plus1	3307	1	2	1	4
78.483	4.5	Plus1	1867	1	7	1	8
84.983	4.5	Plus1	3991	1	9	1	10
96.483	4.5	LargeProblem	0	0	9	2	13
102.483	4.5	LargeProblem	3875	1	7	6	13
107.983	4.5	LargeProblem	0	0	9	3	12
114.483	4.5	LargeProblem	3755	1	8	4	13
119.983	4.5	LargeProblem	0	0	4	7	12
125.983	4.5	LargeProblem	4247	1	5	9	14
138.483	4.5	Plus1	3011	1	6	1	8
144.484	4.5	Plus1	3826	1	5	1	6
150.984	4.5	Plus1	0	0	5	1	7
156.484	4.5	Plus1	1986	1	3	1	4
162.484	4.5	Plus1	5330	1	6	1	7
168.984	4.5	Plus1	1902	1	2	1	3
186.484	4.5	SmallProblem	3602	1	4	6	11
192.984	4.5	SmallProblem	3014	1	5	2	7
198.984	4.5	SmallProblem	2006	1	2	8	10
204.484	4.5	SmallProblem	2018	1	3	7	10
210.484	4.5	SmallProblem	0	0	3	2	7
216.984	4.5	SmallProblem	1470	1	5	4	9
234.484	4.5	SmallProblem	2402	1	4	3	7
240.984	4.5	SmallProblem	4822	1	7	2	10
246.984	4.5	SmallProblem	3254	1	2	6	9
252.484	4.5	SmallProblem	2658	1	2	4	6
258.984	4.5	SmallProblem	2702	1	3	5	10
264.984	4.5	SmallProblem	0	0	6	3	11
