onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	Plus1	1316	1	2	1	3
11.983	4.5	Plus1	2144	1	5	1	7
17.983	4.5	Plus1	1200	1	9	1	10
24.483	4.5	Plus1	1492	1	8	1	11
29.983	4.5	Plus1	1992	1	2	1	4
35.983	4.5	Plus1	1168	1	3	1	4
54.483	4.5	SmallProblem	2100	0	7	2	10
59.983	4.5	SmallProblem	3768	1	6	3	11
66.483	4.5	SmallProblem	3004	0	3	7	10
72.483	4.5	SmallProblem	1476	1	5	4	9
77.983	4.5	SmallProblem	1392	1	4	3	7
84.483	4.5	SmallProblem	2644	1	2	4	6
102.483	4.5	LargeProblem	2580	1	5	9	14
107.983	4.5	LargeProblem	3008	1	3	8	11
113.983	4.5	LargeProblem	2848	0	4	9	13
120.483	4.5	LargeProblem	3860	1	7	6	13
125.983	4.5	LargeProblem	2600	0	5	7	14
132.483	4.5	LargeProblem	3620	1	8	5	15
150.483	4.5	Plus1	1468	1	6	1	7
156.983	4.5	Plus1	2360	1	7	1	8
162.983	4.5	Plus1	2968	1	9	1	12
168.483	4.5	Plus1	1940	1	4	1	7
174.983	4.5	Plus1	2776	1	6	1	8
180.483	4.5	Plus1	2372	1	5	1	6
192.483	4.5	SmallProblem	2676	0	4	6	11
197.983	4.5	SmallProblem	4424	1	3	5	10
203.983	4.5	SmallProblem	2224	1	2	8	10
210.483	4.5	SmallProblem	2580	1	3	2	7
215.983	4.5	SmallProblem	2560	1	5	2	7
221.983	4.5	SmallProblem	3504	0	2	6	9
234.483	4.5	LargeProblem	3308	1	6	5	11
240.483	4.5	LargeProblem	3908	1	9	3	12
246.983	4.5	LargeProblem	4041	1	6	8	15
252.483	4.5	LargeProblem	3396	0	4	7	12
258.983	4.5	LargeProblem	2520	0	9	2	13
264.983	4.5	LargeProblem	2312	1	8	4	13
