onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.484	4.5	LargeProblem	2410	1	8	6	14
12.484	4.5	LargeProblem	0	0	9	4	14
21.184	4.5	LargeProblem	0	0	8	3	13
24.484	4.5	LargeProblem	2666	0	7	4	11
30.984	4.5	LargeProblem	3110	0	6	7	14
36.984	4.5	LargeProblem	4494	0	5	6	13
54.484	4.5	Plus1	1698	1	4	1	5
60.984	4.5	Plus1	2046	1	9	1	12
66.484	4.5	Plus1	2114	1	3	1	4
72.484	4.5	Plus1	2418	1	4	1	6
78.984	4.5	Plus1	2846	1	3	1	5
84.484	4.5	Plus1	1442	1	2	1	3
102.484	4.5	SmallProblem	3346	1	6	2	8
107.984	4.5	SmallProblem	3038	1	2	3	5
114.484	4.5	SmallProblem	2594	1	2	5	8
120.484	4.5	SmallProblem	3346	1	5	3	8
126.984	4.5	SmallProblem	2878	1	2	7	9
132.484	4.5	SmallProblem	3466	1	8	2	11
150.484	4.5	Plus1	2042	1	7	1	9
155.984	4.5	Plus1	1806	1	8	1	9
161.984	4.5	Plus1	1710	1	5	1	8
168.484	4.5	Plus1	2562	1	6	1	7
174.484	4.5	Plus1	2162	1	7	1	8
180.984	4.5	Plus1	1886	1	8	1	11
192.484	4.5	SmallProblem	2634	1	3	6	9
198.484	4.5	SmallProblem	4514	1	3	4	9
204.984	4.5	SmallProblem	3438	1	4	2	8
210.484	4.5	SmallProblem	4970	1	6	4	10
216.984	4.5	SmallProblem	2630	1	7	3	12
222.984	4.5	SmallProblem	4142	0	4	5	10
234.484	4.5	LargeProblem	3506	1	3	9	13
240.484	4.5	LargeProblem	0	0	7	5	12
245.984	4.5	LargeProblem	4038	1	5	8	13
252.484	4.5	LargeProblem	3842	1	4	8	12
258.484	4.5	LargeProblem	0	0	9	5	16
263.984	4.5	LargeProblem	2022	1	2	9	11
