onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.467	4.5	LargeProblem	0	0	6	7	14
11.984	4.5	LargeProblem	213	1	9	4	14
18.784	4.5	LargeProblem	1685	1	8	3	13
24.484	4.5	LargeProblem	1481	1	2	9	11
30.984	4.5	LargeProblem	1693	0	8	6	14
36.484	4.5	LargeProblem	2297	1	3	9	13
54.484	4.5	Plus1	1793	1	8	1	9
59.984	4.5	Plus1	2357	1	8	1	11
65.984	4.5	Plus1	2117	1	9	1	12
72.484	4.5	Plus1	2017	1	5	1	8
78.484	4.5	Plus1	1273	1	6	1	7
83.984	4.5	Plus1	1949	1	3	1	5
96.484	4.5	SmallProblem	2729	1	8	2	11
101.984	4.5	SmallProblem	2109	1	4	5	10
107.984	4.5	SmallProblem	1685	1	6	2	8
114.484	4.5	SmallProblem	2177	1	2	7	9
119.984	4.5	SmallProblem	2221	1	3	4	9
125.984	4.5	SmallProblem	2109	1	5	3	8
138.484	4.5	Plus1	1473	1	4	1	6
144.484	4.5	Plus1	1393	1	4	1	5
149.984	4.5	Plus1	2805	1	7	1	8
156.484	4.5	Plus1	1409	1	2	1	3
162.484	4.5	Plus1	2993	1	7	1	9
168.984	4.5	Plus1	1365	1	3	1	4
186.484	4.5	LargeProblem	2513	0	4	8	12
192.984	4.5	LargeProblem	1501	0	7	5	12
198.984	4.5	LargeProblem	3589	1	5	8	13
204.484	4.5	LargeProblem	3281	1	5	6	13
210.984	4.5	LargeProblem	3733	1	7	4	11
216.984	4.5	LargeProblem	3669	0	9	5	16
228.484	4.5	SmallProblem	2329	1	2	3	5
234.984	4.5	SmallProblem	2645	1	7	3	12
240.984	4.5	SmallProblem	1405	1	4	2	8
246.484	4.5	SmallProblem	1569	1	6	4	10
252.984	4.5	SmallProblem	1877	1	3	6	9
258.484	4.5	SmallProblem	2889	1	2	5	8
