onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.484	4.5	SmallProblem	3244	1	5	2	7
12.484	4.5	SmallProblem	2140	1	3	2	7
20.217	4.5	SmallProblem	0	0	4	6	11
24.484	4.5	SmallProblem	3236	1	7	2	10
30.484	4.5	SmallProblem	2708	0	2	8	10
36.984	4.5	SmallProblem	3416	1	2	4	6
48.484	4.5	LargeProblem	4372	0	8	4	13
54.984	4.5	LargeProblem	2056	0	7	6	13
60.984	4.5	LargeProblem	1872	0	8	5	15
66.484	4.5	LargeProblem	0	0	9	2	13
72.984	4.5	LargeProblem	0	0	3	8	11
78.484	4.5	LargeProblem	3172	1	6	5	11
96.484	4.5	LargeProblem	1212	0	6	8	15
101.984	4.5	LargeProblem	1664	0	9	3	12
108.484	4.5	LargeProblem	0	0	4	9	13
114.484	4.5	LargeProblem	1636	0	4	7	12
120.984	4.5	LargeProblem	840	0	5	7	14
126.484	4.5	LargeProblem	0	0	5	9	14
138.484	4.5	Plus1	2684	1	6	1	7
144.984	4.5	Plus1	1640	1	2	1	3
150.484	4.5	Plus1	3428	1	2	1	4
156.484	4.5	Plus1	796	1	5	1	6
162.984	4.5	Plus1	1648	1	3	1	4
168.484	4.5	Plus1	2580	0	4	1	7
186.484	4.5	Plus1	2796	1	9	1	10
191.984	4.5	Plus1	3840	0	5	1	7
197.984	4.5	Plus1	95	1	7	1	8
204.484	4.5	Plus1	2076	1	6	1	8
210.484	4.5	Plus1	3556	1	8	1	11
215.984	4.5	Plus1	3904	1	9	1	12
228.484	4.5	SmallProblem	1828	0	4	3	7
233.984	4.5	SmallProblem	3207	1	2	6	9
239.984	4.5	SmallProblem	2896	0	3	7	10
246.484	4.5	SmallProblem	1476	0	6	3	11
252.484	4.5	SmallProblem	4251	1	5	4	9
257.984	4.5	SmallProblem	0	0	3	5	10
