onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	SmallProblem	3690	0	7	3	12
12.983	4.5	SmallProblem	2902	1	4	2	8
18.983	4.5	SmallProblem	2382	1	6	4	10
24.483	4.5	SmallProblem	3258	1	6	2	8
30.983	4.5	SmallProblem	2358	1	2	5	8
36.983	4.5	SmallProblem	2702	0	8	2	11
54.483	4.5	LargeProblem	2794	1	5	6	13
60.483	4.5	LargeProblem	4554	1	3	9	13
65.983	4.5	LargeProblem	3502	1	8	3	13
72.483	4.5	LargeProblem	3330	1	8	6	14
77.983	4.5	LargeProblem	3382	1	5	8	13
83.983	4.5	LargeProblem	5198	1	9	4	14
96.483	4.5	LargeProblem	4314	1	2	9	11
102.483	4.5	LargeProblem	3402	0	9	5	16
108.983	4.5	LargeProblem	5094	1	4	8	12
114.483	4.5	LargeProblem	2130	1	7	4	11
120.483	4.5	LargeProblem	0	0	6	7	14
125.983	4.5	LargeProblem	1950	1	7	5	12
144.483	4.5	SmallProblem	2314	1	2	3	5
150.483	4.5	SmallProblem	2314	1	3	6	9
155.983	4.5	SmallProblem	2302	1	5	3	8
162.483	4.5	SmallProblem	2666	1	2	7	9
167.983	4.5	SmallProblem	1718	1	4	5	10
174.483	4.5	SmallProblem	2098	1	3	4	9
186.483	4.5	Plus1	2634	0	7	1	9
192.983	4.5	Plus1	3590	1	5	1	8
198.483	4.5	Plus1	2698	1	3	1	5
204.483	4.5	Plus1	2234	1	3	1	4
209.983	4.5	Plus1	2638	1	2	1	3
216.483	4.5	Plus1	1954	0	8	1	11
234.483	4.5	Plus1	3362	1	7	1	8
240.983	4.5	Plus1	2398	1	4	1	5
246.983	4.5	Plus1	1542	1	8	1	9
252.483	4.5	Plus1	2418	0	4	1	6
258.983	4.5	Plus1	2270	1	9	1	12
264.983	4.5	Plus1	1766	1	6	1	7
