onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.484	4.5	LargeProblem	2591	0	9	5	16
12.484	4.5	LargeProblem	1359	0	5	8	13
18.984	4.5	LargeProblem	4931	0	4	8	12
24.484	4.5	LargeProblem	1151	1	2	9	11
30.484	4.5	LargeProblem	271	1	8	3	13
35.984	4.5	LargeProblem	2147	1	3	9	13
48.484	4.5	LargeProblem	2855	1	8	6	14
53.984	4.5	LargeProblem	1003	1	6	7	14
60.484	4.5	LargeProblem	2599	0	7	4	11
66.484	4.5	LargeProblem	4687	0	5	6	13
71.984	4.5	LargeProblem	75	1	9	4	14
78.484	4.5	LargeProblem	5415	0	7	5	12
96.484	4.5	SmallProblem	2423	1	3	4	9
101.984	4.5	SmallProblem	99	1	7	3	12
107.984	4.5	SmallProblem	2891	1	4	5	10
114.484	4.5	SmallProblem	5007	1	2	5	8
119.984	4.5	SmallProblem	4435	1	6	2	8
126.484	4.5	SmallProblem	0	0	6	4	10
144.484	4.5	Plus1	3399	1	7	1	8
150.984	4.5	Plus1	2634	1	3	1	5
156.984	4.5	Plus1	2043	1	6	1	7
162.484	4.5	Plus1	3895	1	7	1	9
168.484	4.5	Plus1	3607	1	9	1	12
173.984	4.5	Plus1	3987	1	8	1	11
186.484	4.5	SmallProblem	2614	1	2	3	5
192.484	4.5	SmallProblem	0	0	2	7	9
197.984	4.5	SmallProblem	475	0	4	2	8
204.484	4.5	SmallProblem	5190	0	5	3	8
210.484	4.5	SmallProblem	5174	0	3	6	9
216.984	4.5	SmallProblem	3010	1	8	2	11
228.484	4.5	Plus1	2126	1	8	1	9
234.484	4.5	Plus1	1294	0	3	1	4
239.984	4.5	Plus1	4858	1	4	1	5
246.484	4.5	Plus1	4662	0	2	1	3
251.984	4.5	Plus1	82	0	5	1	8
258.484	4.5	Plus1	0	0	4	1	6
