onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.466	4.5	Plus1	2726	1	7	1	9
12.983	4.5	Plus1	1305	1	8	1	9
18.483	4.5	Plus1	1549	1	8	1	11
24.483	4.5	Plus1	1581	1	6	1	7
30.983	4.5	Plus1	1713	1	3	1	4
36.483	4.5	Plus1	1325	1	9	1	12
54.483	4.5	SmallProblem	2749	1	8	2	11
60.983	4.5	SmallProblem	2889	1	3	4	9
66.983	4.5	SmallProblem	2105	1	2	7	9
72.483	4.5	SmallProblem	1509	1	4	5	10
78.983	4.5	SmallProblem	3889	1	3	6	9
84.483	4.5	SmallProblem	2085	1	2	5	8
102.483	4.5	Plus1	3181	0	4	1	6
107.983	4.5	Plus1	3273	1	2	1	3
114.483	4.5	Plus1	2165	0	3	1	5
120.483	4.5	Plus1	1589	1	7	1	8
125.983	4.5	Plus1	1833	0	4	1	5
131.983	4.5	Plus1	1801	1	5	1	8
144.483	4.5	LargeProblem	5053	1	3	9	13
150.466	4.5	LargeProblem	0	0	4	8	12
155.983	4.5	LargeProblem	801	1	6	7	14
162.483	4.5	LargeProblem	4197	1	5	8	13
167.983	4.5	LargeProblem	1929	1	2	9	11
173.983	4.5	LargeProblem	4313	1	5	6	13
192.483	4.5	LargeProblem	4941	1	9	5	16
197.966	4.5	LargeProblem	1946	1	8	6	14
204.483	4.5	LargeProblem	3797	0	8	3	13
210.483	4.5	LargeProblem	3461	1	9	4	14
215.983	4.5	LargeProblem	4321	1	7	5	12
222.483	4.5	LargeProblem	4893	1	7	4	11
234.483	4.5	SmallProblem	2141	1	6	2	8
240.983	4.5	SmallProblem	1465	1	2	3	5
246.983	4.5	SmallProblem	3417	1	5	3	8
252.483	4.5	SmallProblem	4205	1	4	2	8
258.483	4.5	SmallProblem	2181	0	6	4	10
263.983	4.5	SmallProblem	3801	1	7	3	12
