onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	LargeProblem	5305	0	7	6	13
12.983	4.5	LargeProblem	5141	1	9	3	12
18.983	4.5	LargeProblem	2669	0	5	7	14
24.483	4.5	LargeProblem	5369	0	8	4	13
30.983	4.5	LargeProblem	5237	1	4	7	12
36.983	4.5	LargeProblem	0	0	3	8	11
54.483	4.5	Plus1	3385	1	5	1	7
60.483	4.5	Plus1	0	0	6	1	7
66.983	4.5	Plus1	4045	1	3	1	4
72.483	4.5	Plus1	1953	1	5	1	6
78.983	4.5	Plus1	2997	1	2	1	3
84.483	4.5	Plus1	4785	1	9	1	12
96.483	4.5	SmallProblem	0	0	4	3	7
101.983	4.5	SmallProblem	4541	1	2	4	6
107.983	4.5	SmallProblem	4237	1	3	7	10
114.483	4.5	SmallProblem	3657	1	4	6	11
120.483	4.5	SmallProblem	2985	1	2	8	10
126.983	4.5	SmallProblem	3205	1	5	2	7
144.483	4.5	LargeProblem	0	0	8	5	15
150.983	4.5	LargeProblem	3197	0	6	8	15
156.983	4.5	LargeProblem	0	0	5	9	14
162.483	4.5	LargeProblem	5553	1	4	9	13
168.483	4.5	LargeProblem	0	0	6	5	11
173.983	4.5	LargeProblem	4365	1	9	2	13
186.483	4.5	Plus1	2329	0	4	1	7
192.483	4.5	Plus1	2913	1	8	1	11
198.983	4.5	Plus1	3453	1	2	1	4
204.483	4.5	Plus1	3393	1	7	1	8
210.983	4.5	Plus1	5357	1	6	1	8
216.483	4.5	Plus1	2233	1	9	1	10
234.483	4.5	SmallProblem	4105	1	3	2	7
240.983	4.5	SmallProblem	3517	1	2	6	9
246.483	4.5	SmallProblem	3353	1	7	2	10
252.483	4.5	SmallProblem	2337	1	5	4	9
258.983	4.5	SmallProblem	4773	1	6	3	11
264.983	4.5	SmallProblem	0	0	3	5	10
