onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.467	4.5	SmallProblem	0	0	2	5	8
12.483	4.5	SmallProblem	0	0	3	4	9
21.2	4.5	SmallProblem	0	0	2	7	9
24.483	4.5	SmallProblem	0	0	6	2	8
30.983	4.5	SmallProblem	0	0	3	6	9
36.983	4.5	SmallProblem	0	0	4	5	10
54.483	4.5	LargeProblem	2464	0	9	5	16
60.983	4.5	LargeProblem	3780	1	8	3	13
66.983	4.5	LargeProblem	4628	1	5	8	13
72.467	4.5	LargeProblem	5768	1	9	4	14
78.967	4.5	LargeProblem	4892	1	2	9	11
84.467	4.5	LargeProblem	2136	0	5	6	13
102.483	4.5	SmallProblem	4472	1	7	3	12
107.983	4.5	SmallProblem	2588	1	5	3	8
114.483	4.5	SmallProblem	2232	1	2	3	5
120.483	4.5	SmallProblem	4624	1	4	2	8
125.967	4.5	SmallProblem	3940	1	8	2	11
132.483	4.5	SmallProblem	5848	1	6	4	10
144.483	4.5	LargeProblem	5296	0	7	4	11
149.967	4.5	LargeProblem	164	0	6	7	14
155.983	4.5	LargeProblem	4980	1	7	5	12
162.467	4.5	LargeProblem	3736	1	3	9	13
168.483	4.5	LargeProblem	2320	1	8	6	14
174.983	4.5	LargeProblem	0	0	4	8	12
186.483	4.5	Plus1	3488	1	9	1	12
192.983	4.5	Plus1	3828	1	6	1	7
198.483	4.5	Plus1	1664	1	8	1	9
204.483	4.5	Plus1	2488	1	4	1	6
209.983	4.5	Plus1	3532	1	8	1	11
216.483	4.5	Plus1	4208	1	3	1	4
234.483	4.5	Plus1	2248	1	5	1	8
239.983	4.5	Plus1	3380	1	7	1	9
245.983	4.5	Plus1	3700	1	2	1	3
252.483	4.5	Plus1	2680	1	3	1	5
257.983	4.5	Plus1	3484	1	7	1	8
263.983	4.5	Plus1	3716	1	4	1	5
