onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.384	4.5	SmallProblem	2207	1	2	3	5
12.384	4.5	SmallProblem	2463	1	4	2	8
17.884	4.5	SmallProblem	2523	1	2	5	8
24.384	4.5	SmallProblem	3567	1	4	5	10
30.384	4.5	SmallProblem	2823	1	8	2	11
36.884	4.5	SmallProblem	2899	1	5	3	8
48.384	4.5	LargeProblem	0	0	4	8	12
54.884	4.5	LargeProblem	3419	1	8	3	13
60.884	4.5	LargeProblem	4923	0	5	8	13
66.384	4.5	LargeProblem	2799	0	7	4	11
72.884	4.5	LargeProblem	3395	1	2	9	11
78.384	4.5	LargeProblem	4159	1	5	6	13
96.384	4.5	LargeProblem	0	0	9	4	14
101.884	4.5	LargeProblem	3275	1	3	9	13
107.884	4.5	LargeProblem	4403	1	6	7	14
114.384	4.5	LargeProblem	3887	0	7	5	12
120.384	4.5	LargeProblem	4183	1	8	6	14
126.884	4.5	LargeProblem	4115	1	9	5	16
138.384	4.5	Plus1	2487	1	3	1	4
144.884	4.5	Plus1	2835	1	8	1	9
150.384	4.5	Plus1	2591	1	4	1	5
156.384	4.5	Plus1	1719	1	7	1	8
161.884	4.5	Plus1	3979	1	6	1	7
168.384	4.5	Plus1	3095	1	4	1	6
186.384	4.5	SmallProblem	2335	1	2	7	9
192.884	4.5	SmallProblem	3475	1	6	2	8
198.384	4.5	SmallProblem	5095	1	7	3	12
204.384	4.5	SmallProblem	3751	1	3	4	9
209.884	4.5	SmallProblem	3123	0	6	4	10
216.384	4.5	SmallProblem	3559	1	3	6	9
234.384	4.5	Plus1	1647	1	2	1	3
239.884	4.5	Plus1	3315	1	9	1	12
245.884	4.5	Plus1	3435	1	7	1	9
252.384	4.5	Plus1	1639	1	5	1	8
258.384	4.5	Plus1	359	1	8	1	11
264.884	4.5	Plus1	3003	1	3	1	5
