onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	LargeProblem	2745	1	9	5	16
12.483	4.5	LargeProblem	1777	1	9	4	14
18.983	4.5	LargeProblem	2429	0	6	7	14
24.483	4.5	LargeProblem	2097	1	5	6	13
30.983	4.5	LargeProblem	1637	1	7	4	11
36.483	4.5	LargeProblem	2377	1	7	5	12
48.483	4.5	Plus1	1497	1	8	1	9
53.983	4.5	Plus1	1581	1	9	1	12
60.483	4.5	Plus1	1713	1	4	1	5
66.483	4.5	Plus1	1849	1	8	1	11
72.983	4.5	Plus1	2077	1	3	1	5
78.483	4.5	Plus1	1985	1	7	1	9
96.483	4.5	SmallProblem	2161	1	7	3	12
101.983	4.5	SmallProblem	2669	1	5	3	8
107.983	4.5	SmallProblem	1485	1	4	5	10
114.483	4.5	SmallProblem	1569	1	2	3	5
120.483	4.5	SmallProblem	1969	1	2	7	9
125.983	4.5	SmallProblem	2173	1	3	4	9
144.483	4.5	Plus1	1705	1	6	1	7
149.983	4.5	Plus1	1541	1	2	1	3
156.483	4.5	Plus1	1097	1	3	1	4
162.483	4.5	Plus1	1401	1	7	1	8
168.983	4.5	Plus1	1325	1	4	1	6
174.483	4.5	Plus1	1249	1	5	1	8
186.483	4.5	LargeProblem	3241	1	8	6	14
191.983	4.5	LargeProblem	2037	1	4	8	12
197.983	4.5	LargeProblem	2021	1	3	9	13
204.483	4.5	LargeProblem	1761	1	8	3	13
209.983	4.5	LargeProblem	3581	1	5	8	13
215.983	4.5	LargeProblem	2357	1	2	9	11
234.483	4.5	SmallProblem	3033	1	4	2	8
240.483	4.5	SmallProblem	2121	1	2	5	8
246.983	4.5	SmallProblem	1957	1	6	4	10
252.483	4.5	SmallProblem	1841	1	6	2	8
258.983	4.5	SmallProblem	1709	1	8	2	11
264.983	4.5	SmallProblem	1797	1	3	6	9
