onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	SmallProblem	2184	1	5	4	9
11.983	4.5	SmallProblem	3604	1	5	2	7
18.767	4.5	SmallProblem	4380	1	3	2	7
24.484	4.5	SmallProblem	4047	1	3	5	10
29.983	4.5	SmallProblem	4124	1	6	3	11
36.484	4.5	SmallProblem	4359	1	4	6	11
54.484	4.5	SmallProblem	3399	0	3	7	10
60.984	4.5	SmallProblem	5339	1	2	8	10
66.484	4.5	SmallProblem	3151	1	7	2	10
72.484	4.5	SmallProblem	4199	1	2	4	6
78.984	4.5	SmallProblem	3787	1	4	3	7
84.484	4.5	SmallProblem	0	0	2	6	9
96.484	4.5	LargeProblem	3471	1	8	5	15
102.984	4.5	LargeProblem	4363	0	6	8	15
108.484	4.5	LargeProblem	2847	0	3	8	11
114.484	4.5	LargeProblem	4719	1	6	5	11
119.984	4.5	LargeProblem	1579	1	4	7	12
126.484	4.5	LargeProblem	0	0	8	4	13
138.484	4.5	LargeProblem	2831	1	5	7	14
144.984	4.5	LargeProblem	2907	1	7	6	13
150.984	4.5	LargeProblem	4195	1	9	2	13
156.484	4.5	LargeProblem	1503	0	9	3	12
162.484	4.5	LargeProblem	0	0	4	9	13
168.984	4.5	LargeProblem	331	1	5	9	14
186.484	4.5	Plus1	1983	1	6	1	7
192.484	4.5	Plus1	2967	1	9	1	10
197.984	4.5	Plus1	1971	1	3	1	4
204.484	4.5	Plus1	4375	1	4	1	7
210.484	4.5	Plus1	2767	1	2	1	4
215.984	4.5	Plus1	2707	1	5	1	7
234.484	4.5	Plus1	3623	1	8	1	11
239.984	4.5	Plus1	3539	1	7	1	8
246.484	4.5	Plus1	1799	1	2	1	3
252.484	4.5	Plus1	2023	1	5	1	6
257.984	4.5	Plus1	3427	1	9	1	12
264.484	4.5	Plus1	5095	1	6	1	8
