onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	SmallProblem	2079	0	5	2	7
11.983	4.5	SmallProblem	1539	1	2	4	6
17.983	4.5	SmallProblem	2675	1	3	5	10
24.483	4.5	SmallProblem	71	1	2	6	9
30.483	4.5	SmallProblem	1951	1	6	3	11
35.983	4.5	SmallProblem	2099	1	3	7	10
48.483	4.5	LargeProblem	3431	1	3	8	11
53.983	4.5	LargeProblem	2827	0	7	6	13
60.483	4.5	LargeProblem	0	0	9	3	12
66.483	4.5	LargeProblem	2359	0	5	7	14
72.983	4.5	LargeProblem	3235	1	5	9	14
78.983	4.5	LargeProblem	2427	0	6	8	15
90.483	4.5	SmallProblem	2439	1	7	2	10
96.983	4.5	SmallProblem	1755	1	3	2	7
102.483	4.5	SmallProblem	1535	1	2	8	10
108.483	4.5	SmallProblem	3951	1	4	6	11
114.983	4.5	SmallProblem	3627	1	4	3	7
120.983	4.5	SmallProblem	1435	1	5	4	9
138.483	4.5	Plus1	1223	1	9	1	10
144.983	4.5	Plus1	1411	1	3	1	4
150.983	4.5	Plus1	1739	1	8	1	11
156.483	4.5	Plus1	2015	1	2	1	4
162.483	4.5	Plus1	1407	1	4	1	7
167.983	4.5	Plus1	1243	1	7	1	8
186.483	4.5	Plus1	1199	1	5	1	6
191.983	4.5	Plus1	1507	1	9	1	12
197.983	4.5	Plus1	1611	1	6	1	8
204.483	4.5	Plus1	1063	1	6	1	7
209.983	4.5	Plus1	1403	1	5	1	7
215.983	4.5	Plus1	1379	1	2	1	3
228.483	4.5	LargeProblem	3159	1	9	2	13
234.483	4.5	LargeProblem	2359	1	4	9	13
240.983	4.5	LargeProblem	1723	0	4	7	12
246.483	4.5	LargeProblem	2263	1	6	5	11
252.983	4.5	LargeProblem	2571	1	8	4	13
258.483	4.5	LargeProblem	2295	1	8	5	15
