onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.467	4.5	LargeProblem	5227	1	8	4	13
12.467	4.5	LargeProblem	2459	1	5	7	14
18.284	4.5	LargeProblem	1978	1	8	5	15
24.484	4.5	LargeProblem	4650	1	6	8	15
30.467	4.5	LargeProblem	1651	1	9	2	13
36.984	4.5	LargeProblem	2358	1	3	8	11
54.484	4.5	LargeProblem	2434	1	5	9	14
60.984	4.5	LargeProblem	2798	1	7	6	13
66.984	4.5	LargeProblem	1414	1	6	5	11
72.484	4.5	LargeProblem	1626	1	4	9	13
78.484	4.5	LargeProblem	4186	1	4	7	12
83.984	4.5	LargeProblem	1990	1	9	3	12
96.484	4.5	SmallProblem	1626	1	4	3	7
102.484	4.5	SmallProblem	2706	1	2	6	9
108.984	4.5	SmallProblem	1838	1	5	2	7
114.484	4.5	SmallProblem	1778	1	3	5	10
120.984	4.5	SmallProblem	1078	0	3	2	7
126.484	4.5	SmallProblem	1754	1	3	7	10
138.484	4.5	Plus1	2786	1	5	1	6
144.984	4.5	Plus1	1078	1	2	1	3
150.484	4.5	Plus1	1865	1	9	1	10
156.484	4.5	Plus1	1426	1	6	1	8
162.984	4.5	Plus1	1678	1	9	1	12
168.484	4.5	Plus1	2098	1	7	1	8
180.484	4.5	Plus1	1762	1	5	1	7
185.984	4.5	Plus1	3814	1	4	1	7
192.484	4.5	Plus1	1402	1	6	1	7
198.484	4.5	Plus1	1114	1	8	1	11
203.984	4.5	Plus1	1510	1	2	1	4
210.484	4.5	Plus1	1465	1	3	1	4
228.484	4.5	SmallProblem	2657	1	4	6	11
234.984	4.5	SmallProblem	3069	1	6	3	11
240.484	4.5	SmallProblem	1577	1	2	8	10
246.484	4.5	SmallProblem	1097	1	5	4	9
251.984	4.5	SmallProblem	1645	1	2	4	6
257.984	4.5	SmallProblem	1429	1	7	2	10
