onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.467	4.5	SmallProblem	2837	1	3	5	10
11.983	4.5	SmallProblem	2145	1	5	4	9
20.133	4.5	SmallProblem	2043	1	5	2	7
24.483	4.5	SmallProblem	1909	1	7	2	10
29.983	4.5	SmallProblem	1361	1	2	8	10
36.483	4.5	SmallProblem	3085	1	6	3	11
54.467	4.5	SmallProblem	2869	1	4	3	7
60.983	4.5	SmallProblem	3657	0	4	6	11
66.983	4.5	SmallProblem	2217	1	2	6	9
72.483	4.5	SmallProblem	2077	1	3	7	10
78.983	4.5	SmallProblem	2609	1	3	2	7
84.983	4.5	SmallProblem	1961	1	2	4	6
96.467	4.5	Plus1	1653	1	4	1	7
102.983	4.5	Plus1	1817	1	8	1	11
108.983	4.5	Plus1	1305	0	3	1	4
114.483	4.5	Plus1	3221	1	5	1	7
120.983	4.5	Plus1	1393	1	2	1	3
126.483	4.5	Plus1	1245	1	9	1	10
144.483	4.5	LargeProblem	3389	1	8	4	13
149.983	4.5	LargeProblem	3105	1	5	7	14
155.983	4.5	LargeProblem	3825	1	5	9	14
162.483	4.5	LargeProblem	2621	1	9	3	12
167.983	4.5	LargeProblem	2337	1	3	8	11
174.483	4.5	LargeProblem	4125	1	4	9	13
186.467	4.5	LargeProblem	4101	1	6	5	11
192.983	4.5	LargeProblem	3289	1	6	8	15
198.483	4.5	LargeProblem	3613	1	4	7	12
204.483	4.5	LargeProblem	2965	1	8	5	15
210.983	4.5	LargeProblem	3001	1	7	6	13
216.483	4.5	LargeProblem	2309	0	9	2	13
234.483	4.5	Plus1	1957	1	6	1	7
239.983	4.5	Plus1	2777	1	2	1	4
246.483	4.5	Plus1	0	0	6	1	8
252.483	4.5	Plus1	2269	1	5	1	6
258.983	4.5	Plus1	2993	1	9	1	12
264.483	4.5	Plus1	2237	1	7	1	8
