onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	SmallProblem	1910	1	3	5	10
12.983	4.5	SmallProblem	2650	1	6	3	11
18.483	4.5	SmallProblem	2494	1	4	6	11
24.483	4.5	SmallProblem	2262	1	7	2	10
29.983	4.5	SmallProblem	1586	1	3	7	10
35.983	4.5	SmallProblem	1970	1	5	2	7
48.483	4.5	Plus1	2086	1	7	1	8
54.483	4.5	Plus1	1998	1	2	1	4
60.983	4.5	Plus1	2106	1	8	1	11
66.483	4.5	Plus1	0	0	3	1	4
72.483	4.5	Plus1	2094	1	5	1	6
78.983	4.5	Plus1	2146	1	6	1	7
90.483	4.5	SmallProblem	2222	1	3	2	7
96.483	4.5	SmallProblem	3670	1	5	4	9
101.983	4.5	SmallProblem	0	0	2	8	10
108.483	4.5	SmallProblem	3462	1	4	3	7
113.983	4.5	SmallProblem	4586	1	2	4	6
119.983	4.5	SmallProblem	3202	0	2	6	9
138.483	4.5	LargeProblem	4110	1	4	7	12
143.983	4.5	LargeProblem	3722	1	7	6	13
149.983	4.5	LargeProblem	3834	1	5	9	14
156.483	4.5	LargeProblem	4494	0	3	8	11
162.483	4.5	LargeProblem	0	0	6	8	15
168.983	4.5	LargeProblem	2202	0	6	5	11
180.483	4.5	Plus1	1686	1	2	1	3
186.983	4.5	Plus1	2410	1	9	1	12
192.483	4.5	Plus1	1710	1	6	1	8
198.483	4.5	Plus1	1582	1	4	1	7
203.983	4.5	Plus1	1426	1	9	1	10
209.983	4.5	Plus1	1826	1	5	1	7
228.483	4.5	LargeProblem	2022	1	8	5	15
233.983	4.5	LargeProblem	5066	1	5	7	14
240.483	4.5	LargeProblem	3190	1	4	9	13
246.483	4.5	LargeProblem	2982	1	9	3	12
251.983	4.5	LargeProblem	2626	1	9	2	13
257.983	4.5	LargeProblem	3210	1	8	4	13
