onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	LargeProblem	4925	0	8	4	13
11.983	4.5	LargeProblem	2137	0	5	9	14
20.166	4.5	LargeProblem	890	1	7	6	13
24.483	4.5	LargeProblem	2269	0	4	7	12
30.483	4.5	LargeProblem	1461	0	4	9	13
35.983	4.5	LargeProblem	1969	0	5	7	14
54.483	4.5	Plus1	4013	1	6	1	8
60.483	4.5	Plus1	2549	1	5	1	6
66.983	4.5	Plus1	1985	1	5	1	7
72.483	4.5	Plus1	2357	1	7	1	8
78.983	4.5	Plus1	1953	1	4	1	7
84.483	4.5	Plus1	4373	1	9	1	10
102.483	4.5	SmallProblem	1725	1	2	6	9
107.983	4.5	SmallProblem	4905	1	7	2	10
114.483	4.5	SmallProblem	2885	1	5	2	7
120.483	4.5	SmallProblem	3901	1	3	5	10
125.983	4.5	SmallProblem	961	0	3	2	7
132.0	4.5	SmallProblem	3536	1	6	3	11
150.483	4.5	LargeProblem	1837	0	9	3	12
155.983	4.5	LargeProblem	2897	1	6	5	11
161.983	4.5	LargeProblem	1705	1	6	8	15
168.483	4.5	LargeProblem	3557	0	8	5	15
174.483	4.5	LargeProblem	2397	1	3	8	11
179.983	4.5	LargeProblem	1089	1	9	2	13
192.483	4.5	SmallProblem	4285	1	3	7	10
198.483	4.5	SmallProblem	965	0	2	8	10
204.983	4.5	SmallProblem	5161	1	5	4	9
210.483	4.5	SmallProblem	2205	0	4	6	11
216.983	4.5	SmallProblem	2969	1	2	4	6
222.483	4.5	SmallProblem	4565	1	4	3	7
234.483	4.5	Plus1	3189	1	9	1	12
239.983	4.5	Plus1	2929	1	2	1	4
246.483	4.5	Plus1	2205	1	3	1	4
252.483	4.5	Plus1	1613	1	6	1	7
257.983	4.5	Plus1	0	0	8	1	11
263.983	4.5	Plus1	2689	1	2	1	3
