onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.484	4.5	SmallProblem	3547	1	2	6	9
12.484	4.5	SmallProblem	5283	0	4	6	11
18.984	4.5	SmallProblem	0	0	3	7	10
24.484	4.5	SmallProblem	1051	1	4	3	7
30.984	4.5	SmallProblem	2711	0	5	4	9
36.484	4.5	SmallProblem	4955	1	7	2	10
54.484	4.5	Plus1	4539	1	9	1	12
59.984	4.5	Plus1	2207	1	2	1	4
66.484	4.5	Plus1	2195	1	5	1	6
72.484	4.5	Plus1	3003	1	6	1	8
77.984	4.5	Plus1	1791	1	7	1	8
83.984	4.5	Plus1	4239	1	6	1	7
102.484	4.5	LargeProblem	5643	0	6	5	11
108.484	4.5	LargeProblem	2651	0	4	7	12
114.984	4.5	LargeProblem	0	0	3	8	11
120.484	4.5	LargeProblem	4467	1	6	8	15
126.484	4.5	LargeProblem	3595	0	4	9	13
132.001	4.5	LargeProblem	2350	1	9	2	13
144.484	4.5	LargeProblem	5259	0	8	5	15
149.984	4.5	LargeProblem	5503	1	9	3	12
155.984	4.5	LargeProblem	2991	1	5	7	14
162.484	4.5	LargeProblem	0	0	8	4	13
167.984	4.5	LargeProblem	399	1	5	9	14
174.484	4.5	LargeProblem	0	0	7	6	13
192.484	4.5	SmallProblem	3019	1	3	5	10
198.984	4.5	SmallProblem	3783	1	2	8	10
205.001	4.5	SmallProblem	4886	1	3	2	7
210.484	4.5	SmallProblem	0	0	6	3	11
216.484	4.5	SmallProblem	75	0	5	2	7
221.984	4.5	SmallProblem	3007	0	2	4	6
234.484	4.5	Plus1	2979	1	3	1	4
239.984	4.5	Plus1	2111	1	5	1	7
245.984	4.5	Plus1	2039	1	9	1	10
252.484	4.5	Plus1	2619	1	2	1	3
258.484	4.5	Plus1	2435	1	8	1	11
264.984	4.5	Plus1	3575	1	4	1	7
