onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	LargeProblem	2381	0	6	7	14
11.983	4.5	LargeProblem	1833	0	8	6	14
17.983	4.5	LargeProblem	2297	1	5	6	13
24.483	4.5	LargeProblem	901	0	9	5	16
30.483	4.5	LargeProblem	869	0	5	8	13
36.983	4.5	LargeProblem	1889	1	7	5	12
54.484	4.5	Plus1	1796	1	7	1	8
60.484	4.5	Plus1	1460	1	3	1	4
66.984	4.5	Plus1	2520	1	7	1	9
72.484	4.5	Plus1	1276	1	9	1	12
78.984	4.5	Plus1	1336	1	8	1	9
84.484	4.5	Plus1	2332	1	6	1	7
96.484	4.5	LargeProblem	2140	1	4	8	12
102.984	4.5	LargeProblem	2064	0	7	4	11
108.984	4.5	LargeProblem	2192	0	8	3	13
114.484	4.5	LargeProblem	1340	0	9	4	14
120.484	4.5	LargeProblem	1852	1	3	9	13
125.984	4.5	LargeProblem	2320	1	2	9	11
138.484	4.5	SmallProblem	2156	1	6	2	8
144.484	4.5	SmallProblem	2428	0	7	3	12
150.984	4.5	SmallProblem	2584	1	6	4	10
156.484	4.5	SmallProblem	1276	1	2	3	5
162.984	4.5	SmallProblem	3264	1	2	5	8
168.984	4.5	SmallProblem	2480	1	3	6	9
180.484	4.5	SmallProblem	1820	1	5	3	8
186.484	4.5	SmallProblem	2804	0	2	7	9
191.984	4.5	SmallProblem	1576	1	3	4	9
198.484	4.5	SmallProblem	2012	0	4	2	8
203.984	4.5	SmallProblem	4136	1	8	2	11
210.484	4.5	SmallProblem	2508	1	4	5	10
228.484	4.5	Plus1	3244	1	4	1	6
233.984	4.5	Plus1	2392	1	5	1	8
239.984	4.5	Plus1	2528	0	2	1	3
246.484	4.5	Plus1	1356	1	8	1	11
251.984	4.5	Plus1	2256	1	3	1	5
258.484	4.5	Plus1	2084	1	4	1	5
