onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.466	4.5	LargeProblem	2987	1	5	8	13
12.483	4.5	LargeProblem	2786	1	5	6	13
18.983	4.5	LargeProblem	3086	0	9	4	14
24.483	4.5	LargeProblem	3138	1	6	7	14
30.983	4.5	LargeProblem	3286	1	4	8	12
36.483	4.5	LargeProblem	3250	1	3	9	13
48.483	4.5	SmallProblem	2738	1	5	3	8
54.983	4.5	SmallProblem	2998	1	2	5	8
60.483	4.5	SmallProblem	2274	1	4	2	8
66.483	4.5	SmallProblem	3370	1	2	7	9
72.983	4.5	SmallProblem	1790	1	2	3	5
78.983	4.5	SmallProblem	2838	1	4	5	10
96.483	4.5	LargeProblem	2970	1	8	6	14
102.983	4.5	LargeProblem	4109	0	9	5	16
108.983	4.5	LargeProblem	4926	0	7	4	11
114.466	4.5	LargeProblem	3682	0	8	3	13
120.983	4.5	LargeProblem	2733	1	2	9	11
126.983	4.5	LargeProblem	3109	0	7	5	12
144.483	4.5	SmallProblem	2721	1	3	6	9
150.983	4.5	SmallProblem	2341	1	6	4	10
156.483	4.5	SmallProblem	2689	1	8	2	11
162.483	4.5	SmallProblem	3073	1	3	4	9
167.983	4.5	SmallProblem	3197	1	7	3	12
173.983	4.5	SmallProblem	2861	1	6	2	8
186.483	4.5	Plus1	1633	1	4	1	6
191.983	4.5	Plus1	1933	1	8	1	9
197.983	4.5	Plus1	1725	1	4	1	5
204.483	4.5	Plus1	1793	1	3	1	4
210.483	4.5	Plus1	1873	1	6	1	7
216.983	4.5	Plus1	2069	1	5	1	8
234.483	4.5	Plus1	1433	1	3	1	5
240.983	4.5	Plus1	2109	1	2	1	3
246.983	4.5	Plus1	1317	0	7	1	8
252.483	4.5	Plus1	2849	1	7	1	9
258.983	4.5	Plus1	2157	1	9	1	12
264.483	4.5	Plus1	2113	1	8	1	11
