onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	SmallProblem	2699	1	2	6	9
12.983	4.5	SmallProblem	2167	1	2	8	10
18.983	4.5	SmallProblem	3303	1	5	4	9
24.483	4.5	SmallProblem	0	0	4	6	11
30.983	4.5	SmallProblem	2671	1	3	2	7
36.983	4.5	SmallProblem	2599	1	4	3	7
54.483	4.5	Plus1	2067	1	5	1	6
60.983	4.5	Plus1	2191	1	8	1	11
66.983	4.5	Plus1	3247	1	2	1	4
72.483	4.5	Plus1	2635	1	7	1	8
78.483	4.5	Plus1	2371	1	2	1	3
83.983	4.5	Plus1	1975	1	4	1	7
102.483	4.5	Plus1	1835	1	6	1	7
107.983	4.5	Plus1	1727	1	6	1	8
114.483	4.5	Plus1	1859	1	3	1	4
120.483	4.5	Plus1	1731	1	5	1	7
125.983	4.5	Plus1	2023	1	9	1	12
132.483	4.5	Plus1	1443	1	9	1	10
144.483	4.5	SmallProblem	2411	1	5	2	7
149.983	4.5	SmallProblem	2263	1	7	2	10
155.983	4.5	SmallProblem	2743	1	3	7	10
162.483	4.5	SmallProblem	2739	1	2	4	6
168.483	4.5	SmallProblem	2795	1	3	5	10
174.983	4.5	SmallProblem	2455	1	6	3	11
186.483	4.5	LargeProblem	5107	1	6	8	15
192.983	4.5	LargeProblem	2703	1	9	3	12
198.983	4.5	LargeProblem	4839	1	8	5	15
204.483	4.5	LargeProblem	4363	0	7	6	13
210.483	4.5	LargeProblem	3595	1	8	4	13
216.983	4.5	LargeProblem	4279	1	5	9	14
234.483	4.5	LargeProblem	3548	1	4	9	13
240.483	4.5	LargeProblem	4915	1	5	7	14
245.983	4.5	LargeProblem	4743	1	4	7	12
252.483	4.5	LargeProblem	2763	1	3	8	11
257.983	4.5	LargeProblem	1863	1	9	2	13
263.983	4.5	LargeProblem	3815	1	6	5	11
