onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.484	4.5	Plus1	2350	1	8	1	11
12.484	4.5	Plus1	1718	1	4	1	5
19.3	4.5	Plus1	1422	0	7	1	8
24.484	4.5	Plus1	2006	1	4	1	6
30.484	4.5	Plus1	1966	1	3	1	5
36.984	4.5	Plus1	1730	1	7	1	9
54.484	4.5	LargeProblem	2622	1	6	7	14
60.484	4.5	LargeProblem	3366	1	3	9	13
65.984	4.5	LargeProblem	3546	1	9	5	16
72.484	4.5	LargeProblem	3646	1	2	9	11
78.484	4.5	LargeProblem	0	0	8	6	14
83.984	4.5	LargeProblem	3890	1	7	4	11
102.484	4.5	LargeProblem	3487	1	8	3	13
108.484	4.5	LargeProblem	2166	1	4	8	12
113.984	4.5	LargeProblem	3538	1	5	6	13
120.484	4.5	LargeProblem	2678	1	5	8	13
125.984	4.5	LargeProblem	3314	1	9	4	14
132.484	4.5	LargeProblem	3662	1	7	5	12
144.484	4.5	SmallProblem	3222	1	2	7	9
149.984	4.5	SmallProblem	3034	1	2	5	8
155.984	4.5	SmallProblem	2202	1	2	3	5
162.484	4.5	SmallProblem	3398	1	4	2	8
167.984	4.5	SmallProblem	2154	1	8	2	11
173.984	4.5	SmallProblem	0	0	7	3	12
192.484	4.5	SmallProblem	2118	1	6	4	10
198.484	4.5	SmallProblem	1806	1	3	6	9
204.984	4.5	SmallProblem	1794	0	5	3	8
210.484	4.5	SmallProblem	1990	1	3	4	9
216.484	4.5	SmallProblem	2918	1	4	5	10
222.984	4.5	SmallProblem	2466	1	6	2	8
234.484	4.5	Plus1	2134	1	2	1	3
240.984	4.5	Plus1	1938	1	5	1	8
246.984	4.5	Plus1	3746	1	3	1	4
252.484	4.5	Plus1	2406	1	9	1	12
258.984	4.5	Plus1	1282	1	8	1	9
264.984	4.5	Plus1	2450	1	6	1	7
