onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.467	4.5	SmallProblem	2418	1	5	2	7
12.484	4.5	SmallProblem	1561	1	4	3	7
18.984	4.5	SmallProblem	2717	1	6	3	11
24.484	4.5	SmallProblem	2841	1	5	4	9
30.484	4.5	SmallProblem	1353	1	2	4	6
36.984	4.5	SmallProblem	2797	1	7	2	10
54.484	4.5	LargeProblem	3609	1	7	6	13
60.984	4.5	LargeProblem	4869	1	8	5	15
66.467	4.5	LargeProblem	2314	1	9	3	12
72.484	4.5	LargeProblem	753	0	4	9	13
78.984	4.5	LargeProblem	2949	1	8	4	13
84.984	4.5	LargeProblem	2581	1	9	2	13
102.484	4.5	Plus1	1433	1	7	1	8
108.484	4.5	Plus1	3897	1	2	1	3
114.984	4.5	Plus1	4165	1	9	1	12
120.484	4.5	Plus1	0	0	6	1	8
126.984	4.5	Plus1	0	0	9	1	10
132.984	4.5	Plus1	2797	1	8	1	11
144.484	4.5	Plus1	2961	1	5	1	6
150.984	4.5	Plus1	2477	1	4	1	7
156.984	4.5	Plus1	2933	1	3	1	4
162.484	4.5	Plus1	2481	0	2	1	4
168.484	4.5	Plus1	4001	1	5	1	7
173.984	4.5	Plus1	0	0	6	1	7
192.484	4.5	SmallProblem	2217	1	3	2	7
197.984	4.5	SmallProblem	2005	1	3	7	10
204.484	4.5	SmallProblem	2289	1	4	6	11
210.484	4.5	SmallProblem	1457	1	2	8	10
215.984	4.5	SmallProblem	2189	1	2	6	9
221.984	4.5	SmallProblem	3453	1	3	5	10
234.484	4.5	LargeProblem	2673	1	4	7	12
240.484	4.5	LargeProblem	3537	1	6	5	11
246.984	4.5	LargeProblem	0	0	5	7	14
252.484	4.5	LargeProblem	193	0	5	9	14
258.984	4.5	LargeProblem	2725	1	3	8	11
264.484	4.5	LargeProblem	2785	1	6	8	15
