onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	Plus1	1227	1	6	1	7
11.983	4.5	Plus1	1879	1	5	1	7
17.983	4.5	Plus1	1479	1	3	1	4
24.483	4.5	Plus1	2467	1	9	1	12
29.983	4.5	Plus1	2903	1	2	1	3
35.983	4.5	Plus1	1791	1	7	1	8
54.483	4.5	LargeProblem	3475	1	8	4	13
59.983	4.5	LargeProblem	4751	1	5	7	14
66.483	4.5	LargeProblem	4363	1	6	8	15
72.483	4.5	LargeProblem	2843	1	6	5	11
78.983	4.5	LargeProblem	2415	1	9	3	12
84.983	4.5	LargeProblem	2607	1	3	8	11
96.483	4.5	Plus1	1339	1	9	1	10
102.483	4.5	Plus1	1515	1	6	1	8
108.983	4.5	Plus1	1768	1	2	1	4
114.483	4.5	Plus1	2444	1	8	1	11
120.483	4.5	Plus1	1476	1	5	1	6
125.983	4.5	Plus1	3224	1	4	1	7
138.483	4.5	LargeProblem	3812	1	4	9	13
143.983	4.5	LargeProblem	4232	1	8	5	15
149.983	4.5	LargeProblem	3576	1	5	9	14
156.483	4.5	LargeProblem	3828	1	4	7	12
161.983	4.5	LargeProblem	0	0	9	2	13
168.483	4.5	LargeProblem	1244	0	7	6	13
186.484	4.5	SmallProblem	2739	1	2	4	6
192.984	4.5	SmallProblem	2855	1	3	5	10
198.484	4.5	SmallProblem	3427	1	4	6	11
204.484	4.5	SmallProblem	2547	1	5	4	9
209.984	4.5	SmallProblem	2583	1	5	2	7
216.484	4.5	SmallProblem	2483	0	3	7	10
228.484	4.5	SmallProblem	2643	1	3	2	7
234.984	4.5	SmallProblem	2407	1	2	6	9
240.484	4.5	SmallProblem	2227	1	7	2	10
246.484	4.5	SmallProblem	4915	0	4	3	7
251.984	4.5	SmallProblem	3351	1	2	8	10
258.484	4.5	SmallProblem	2539	1	6	3	11
