onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.467	4.5	SmallProblem	1789	1	2	4	6
12.983	4.5	SmallProblem	2289	0	2	6	9
20.1	4.5	SmallProblem	2004	1	3	5	10
24.483	4.5	SmallProblem	1909	1	3	7	10
30.967	4.5	SmallProblem	2081	0	4	6	11
36.467	4.5	SmallProblem	2133	0	7	2	10
48.467	4.5	LargeProblem	2437	1	5	7	14
54.983	4.5	LargeProblem	1833	0	6	5	11
60.483	4.5	LargeProblem	3341	1	3	8	11
66.483	4.5	LargeProblem	1733	0	4	9	13
71.983	4.5	LargeProblem	1753	0	4	7	12
77.967	4.5	LargeProblem	1993	1	9	2	13
90.467	4.5	Plus1	2285	1	5	1	6
95.983	4.5	Plus1	3385	1	5	1	7
101.983	4.5	Plus1	2865	1	9	1	12
108.467	4.5	Plus1	1957	1	3	1	4
114.467	4.5	Plus1	3349	1	6	1	8
119.983	4.5	Plus1	1929	1	8	1	11
138.467	4.5	Plus1	1677	1	9	1	10
144.467	4.5	Plus1	2533	1	4	1	7
150.967	4.5	Plus1	1753	1	7	1	8
156.467	4.5	Plus1	2189	1	6	1	7
162.467	4.5	Plus1	1397	1	2	1	3
168.984	4.5	Plus1	2032	1	2	1	4
180.467	4.5	SmallProblem	1957	1	3	2	7
186.467	4.5	SmallProblem	2621	1	4	3	7
192.967	4.5	SmallProblem	1913	1	2	8	10
198.467	4.5	SmallProblem	1709	1	5	2	7
204.967	4.5	SmallProblem	1897	1	5	4	9
210.967	4.5	SmallProblem	2129	1	6	3	11
228.467	4.5	LargeProblem	1981	1	8	5	15
234.467	4.5	LargeProblem	2485	1	6	8	15
240.984	4.5	LargeProblem	2344	1	9	3	12
246.467	4.5	LargeProblem	2101	0	5	9	14
252.467	4.5	LargeProblem	2813	0	8	4	13
258.967	4.5	LargeProblem	3313	0	7	6	13
