onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.467	4.5	SmallProblem	4100	1	3	4	9
12.984	4.5	SmallProblem	1575	1	6	2	8
18.8	4.5	SmallProblem	2399	1	8	2	11
24.484	4.5	SmallProblem	2459	1	3	6	9
30.984	4.5	SmallProblem	2023	1	2	5	8
36.484	4.5	SmallProblem	2275	1	2	3	5
48.484	4.5	SmallProblem	3339	1	4	5	10
53.984	4.5	SmallProblem	3423	1	2	7	9
59.984	4.5	SmallProblem	2567	1	7	3	12
66.484	4.5	SmallProblem	2715	1	6	4	10
72.484	4.5	SmallProblem	2859	1	5	3	8
77.984	4.5	SmallProblem	2111	1	4	2	8
96.484	4.5	LargeProblem	3891	1	5	6	13
102.484	4.5	LargeProblem	4147	0	3	9	13
107.984	4.5	LargeProblem	2551	0	4	8	12
114.467	4.5	LargeProblem	4308	1	7	4	11
120.484	4.5	LargeProblem	3403	1	8	3	13
125.984	4.5	LargeProblem	0	0	8	6	14
138.484	4.5	Plus1	2451	1	3	1	5
144.484	4.5	Plus1	2507	1	6	1	7
149.984	4.5	Plus1	1863	0	2	1	3
156.484	4.5	Plus1	2419	1	4	1	6
162.484	4.5	Plus1	1235	1	8	1	9
168.984	4.5	Plus1	2639	1	9	1	12
180.484	4.5	Plus1	2211	1	7	1	8
186.484	4.5	Plus1	3259	1	4	1	5
192.984	4.5	Plus1	2319	1	5	1	8
198.484	4.5	Plus1	1987	1	3	1	4
204.984	4.5	Plus1	2391	1	8	1	11
210.984	4.5	Plus1	1951	1	7	1	9
228.484	4.5	LargeProblem	3891	1	6	7	14
234.484	4.5	LargeProblem	3347	1	7	5	12
240.984	4.5	LargeProblem	3343	1	5	8	13
246.484	4.5	LargeProblem	2667	1	9	5	16
252.984	4.5	LargeProblem	3431	1	9	4	14
258.484	4.5	LargeProblem	2763	1	2	9	11
