onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	Plus1	2639	1	9	1	12
11.983	4.5	Plus1	3098	1	4	1	7
17.983	4.5	Plus1	1595	1	2	1	4
24.483	4.5	Plus1	1943	1	6	1	8
29.983	4.5	Plus1	3275	1	5	1	7
36.483	4.5	Plus1	1799	0	3	1	4
48.483	4.5	SmallProblem	3687	1	5	2	7
54.983	4.5	SmallProblem	3186	1	2	6	9
60.983	4.5	SmallProblem	2634	1	2	4	6
66.483	4.5	SmallProblem	5310	1	3	5	10
72.483	4.5	SmallProblem	2774	0	7	2	10
77.983	4.5	SmallProblem	3506	1	2	8	10
96.483	4.5	SmallProblem	0	0	5	4	9
101.983	4.5	SmallProblem	3138	0	4	3	7
107.983	4.5	SmallProblem	4082	1	4	6	11
114.483	4.5	SmallProblem	4694	1	6	3	11
120.483	4.5	SmallProblem	4182	0	3	7	10
125.983	4.5	SmallProblem	2090	1	3	2	7
138.483	4.5	LargeProblem	5038	1	5	9	14
144.483	4.5	LargeProblem	5214	1	7	6	13
150.983	4.5	LargeProblem	4322	1	6	5	11
156.483	4.5	LargeProblem	5550	1	4	7	12
162.983	4.5	LargeProblem	0	0	8	4	13
168.483	4.5	LargeProblem	0	0	5	7	14
186.483	4.5	Plus1	1830	1	6	1	7
191.983	4.5	Plus1	1898	1	9	1	10
197.983	4.5	Plus1	2562	1	2	1	3
204.483	4.5	Plus1	2806	1	5	1	6
210.483	4.5	Plus1	4414	1	8	1	11
215.983	4.5	Plus1	5786	1	7	1	8
234.483	4.5	LargeProblem	3518	1	9	2	13
239.983	4.5	LargeProblem	5114	1	8	5	15
245.983	4.5	LargeProblem	5698	1	6	8	15
252.483	4.5	LargeProblem	3870	1	4	9	13
257.983	4.5	LargeProblem	3658	1	9	3	12
264.483	4.5	LargeProblem	3510	0	3	8	11
