onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.417	4.5	SmallProblem	3312	1	4	2	8
12.934	4.5	SmallProblem	1739	1	2	3	5
18.434	4.5	SmallProblem	2375	1	2	7	9
24.434	4.5	SmallProblem	2159	1	5	3	8
30.934	4.5	SmallProblem	2379	1	6	2	8
36.434	4.5	SmallProblem	2151	1	3	4	9
54.434	4.5	LargeProblem	2455	1	4	8	12
60.934	4.5	LargeProblem	0	0	8	3	13
66.934	4.5	LargeProblem	4195	1	3	9	13
72.434	4.5	LargeProblem	2039	1	7	4	11
78.934	4.5	LargeProblem	2395	0	8	6	14
84.934	4.5	LargeProblem	4235	1	5	8	13
102.434	4.5	Plus1	1671	1	7	1	8
108.434	4.5	Plus1	1815	1	9	1	12
113.934	4.5	Plus1	2019	1	8	1	11
120.434	4.5	Plus1	1735	1	6	1	7
126.434	4.5	Plus1	2247	1	7	1	9
132.934	4.5	Plus1	1795	1	2	1	3
144.434	4.5	Plus1	2191	1	4	1	5
150.934	4.5	Plus1	1859	1	3	1	5
156.434	4.5	Plus1	2719	1	5	1	8
162.434	4.5	Plus1	2231	1	8	1	9
168.934	4.5	Plus1	2459	1	4	1	6
174.934	4.5	Plus1	2763	1	3	1	4
192.434	4.5	LargeProblem	4718	0	9	5	16
198.917	4.5	LargeProblem	2699	1	6	7	14
204.434	4.5	LargeProblem	1958	1	2	9	11
210.434	4.5	LargeProblem	1910	1	7	5	12
215.934	4.5	LargeProblem	4338	0	9	4	14
221.934	4.5	LargeProblem	3802	1	5	6	13
234.434	4.5	SmallProblem	3022	1	4	5	10
240.434	4.5	SmallProblem	0	0	7	3	12
246.934	4.5	SmallProblem	3114	1	3	6	9
252.434	4.5	SmallProblem	2246	1	6	4	10
258.934	4.5	SmallProblem	2979	0	2	5	8
264.434	4.5	SmallProblem	3486	1	8	2	11
