onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	SmallProblem	2041	1	2	4	6
12.983	4.5	SmallProblem	2565	1	4	3	7
21.183	4.5	SmallProblem	1758	1	2	8	10
24.483	4.5	SmallProblem	2274	1	5	4	9
30.983	4.5	SmallProblem	2622	1	3	7	10
36.483	4.5	SmallProblem	5306	0	4	6	11
48.483	4.5	Plus1	1505	1	7	1	8
54.983	4.5	Plus1	2157	1	9	1	12
60.983	4.5	Plus1	1541	1	4	1	7
66.483	4.5	Plus1	1401	1	9	1	10
72.983	4.5	Plus1	2469	1	6	1	8
78.483	4.5	Plus1	2769	1	3	1	4
96.483	4.5	LargeProblem	4745	1	6	8	15
102.983	4.5	LargeProblem	4021	0	7	6	13
108.983	4.5	LargeProblem	3997	0	4	7	12
114.483	4.5	LargeProblem	2649	1	3	8	11
120.483	4.5	LargeProblem	4881	1	5	7	14
125.983	4.5	LargeProblem	4757	1	6	5	11
144.483	4.5	LargeProblem	2081	1	9	2	13
149.983	4.5	LargeProblem	5389	1	5	9	14
156.483	4.5	LargeProblem	3913	1	8	4	13
162.483	4.5	LargeProblem	2538	1	9	3	12
168.983	4.5	LargeProblem	5461	1	8	5	15
174.983	4.5	LargeProblem	0	0	4	9	13
186.483	4.5	Plus1	1369	1	2	1	3
192.983	4.5	Plus1	1517	1	5	1	6
198.983	4.5	Plus1	1509	1	6	1	7
204.483	4.5	Plus1	1641	1	5	1	7
210.483	4.5	Plus1	1737	1	2	1	4
215.983	4.5	Plus1	1421	1	8	1	11
228.483	4.5	SmallProblem	2473	1	7	2	10
233.983	4.5	SmallProblem	3789	1	3	5	10
239.983	4.5	SmallProblem	1997	1	2	6	9
246.483	4.5	SmallProblem	3225	1	6	3	11
251.983	4.5	SmallProblem	2453	1	5	2	7
257.983	4.5	SmallProblem	3077	1	3	2	7
