onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	SmallProblem	2392	1	5	4	9
11.983	4.5	SmallProblem	1340	1	3	7	10
18.8	4.5	SmallProblem	2835	0	6	3	11
24.483	4.5	SmallProblem	2440	1	4	3	7
30.483	4.5	SmallProblem	1224	1	3	2	7
35.983	4.5	SmallProblem	1916	1	4	6	11
54.483	4.5	Plus1	1768	1	4	1	7
59.983	4.5	Plus1	1268	1	2	1	4
66.483	4.5	Plus1	1560	1	2	1	3
72.483	4.5	Plus1	1416	1	3	1	4
78.983	4.5	Plus1	1740	1	5	1	6
84.483	4.5	Plus1	1864	1	5	1	7
96.483	4.5	LargeProblem	3616	1	4	7	12
102.983	4.5	LargeProblem	1788	1	5	7	14
108.483	4.5	LargeProblem	3392	1	5	9	14
114.483	4.5	LargeProblem	2344	1	9	2	13
120.983	4.5	LargeProblem	2052	1	6	5	11
126.483	4.5	LargeProblem	2040	1	3	8	11
144.483	4.5	Plus1	2168	1	7	1	8
149.983	4.5	Plus1	1612	1	9	1	12
156.483	4.5	Plus1	2024	1	8	1	11
162.483	4.5	Plus1	1736	1	9	1	10
167.983	4.5	Plus1	1556	1	6	1	8
174.483	4.5	Plus1	2248	1	6	1	7
192.483	4.5	SmallProblem	0	0	7	2	10
197.983	4.5	SmallProblem	2308	1	5	2	7
203.983	4.5	SmallProblem	2668	1	2	4	6
210.483	4.5	SmallProblem	2104	1	2	6	9
216.483	4.5	SmallProblem	1560	1	3	5	10
222.983	4.5	SmallProblem	2052	1	2	8	10
234.483	4.5	LargeProblem	1968	1	9	3	12
240.483	4.5	LargeProblem	3456	1	8	5	15
246.983	4.5	LargeProblem	3252	1	8	4	13
252.483	4.5	LargeProblem	2112	1	4	9	13
258.483	4.5	LargeProblem	1536	0	7	6	13
263.983	4.5	LargeProblem	2116	1	6	8	15
