onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	LargeProblem	1685	1	8	3	13
12.0	4.5	LargeProblem	1664	0	9	5	16
18.366	4.5	LargeProblem	1474	1	6	7	14
24.483	4.5	LargeProblem	1533	0	4	8	12
30.483	4.5	LargeProblem	1740	0	5	6	13
36.983	4.5	LargeProblem	2041	1	2	9	11
48.483	4.5	SmallProblem	1197	0	2	7	9
54.483	4.5	SmallProblem	1957	0	4	5	10
60.0	4.5	SmallProblem	1808	1	3	6	9
66.5	4.5	SmallProblem	1612	1	8	2	11
72.0	4.5	SmallProblem	1176	1	3	4	9
78.5	4.5	SmallProblem	1396	1	4	2	8
96.483	4.5	Plus1	1389	1	4	1	6
101.983	4.5	Plus1	1257	1	4	1	5
107.983	4.5	Plus1	1617	1	3	1	4
114.483	4.5	Plus1	1645	1	3	1	5
119.983	4.5	Plus1	1657	1	8	1	11
126.483	4.5	Plus1	1325	1	2	1	3
138.483	4.5	Plus1	1341	0	9	1	12
143.983	4.5	Plus1	1697	1	8	1	9
150.483	4.5	Plus1	1373	1	6	1	7
156.483	4.5	Plus1	1285	1	7	1	8
162.983	4.5	Plus1	1297	1	7	1	9
168.983	4.5	Plus1	1593	1	5	1	8
186.483	4.5	SmallProblem	1501	1	2	5	8
192.483	4.5	SmallProblem	2021	0	7	3	12
198.983	4.5	SmallProblem	1921	1	6	4	10
204.483	4.5	SmallProblem	2677	1	6	2	8
210.983	4.5	SmallProblem	2273	0	5	3	8
216.983	4.5	SmallProblem	1265	0	2	3	5
228.483	4.5	LargeProblem	1645	0	9	4	14
234.483	4.5	LargeProblem	2069	1	7	5	12
240.983	4.5	LargeProblem	1121	0	5	8	13
246.483	4.5	LargeProblem	2309	1	8	6	14
252.483	4.5	LargeProblem	1461	1	3	9	13
258.983	4.5	LargeProblem	1545	1	7	4	11
