onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.467	4.5	SmallProblem	2496	0	7	3	12
11.984	4.5	SmallProblem	2155	0	6	2	8
18.784	4.5	SmallProblem	1243	1	2	3	5
24.484	4.5	SmallProblem	1615	1	5	3	8
29.984	4.5	SmallProblem	1867	1	8	2	11
35.984	4.5	SmallProblem	2307	1	2	5	8
48.484	4.5	SmallProblem	1599	1	6	4	10
54.484	4.5	SmallProblem	2519	0	2	7	9
59.984	4.5	SmallProblem	2155	1	3	4	9
66.484	4.5	SmallProblem	1303	1	3	6	9
71.984	4.5	SmallProblem	1539	1	4	2	8
77.984	4.5	SmallProblem	2075	1	4	5	10
96.484	4.5	LargeProblem	1983	1	8	6	14
102.484	4.5	LargeProblem	1791	1	4	8	12
107.984	4.5	LargeProblem	2867	1	7	4	11
114.484	4.5	LargeProblem	3151	1	9	4	14
119.984	4.5	LargeProblem	2059	1	2	9	11
125.984	4.5	LargeProblem	2355	1	3	9	13
144.484	4.5	Plus1	1479	1	6	1	7
150.484	4.5	Plus1	2015	1	5	1	8
155.984	4.5	Plus1	1403	1	2	1	3
162.484	4.5	Plus1	1775	1	3	1	5
168.484	4.5	Plus1	1711	1	4	1	5
173.984	4.5	Plus1	1395	1	3	1	4
186.484	4.5	LargeProblem	3159	0	6	7	14
192.484	4.5	LargeProblem	4015	0	7	5	12
197.984	4.5	LargeProblem	2795	0	9	5	16
204.484	4.5	LargeProblem	3103	1	5	6	13
209.984	4.5	LargeProblem	3323	1	8	3	13
216.484	4.5	LargeProblem	2767	1	5	8	13
228.484	4.5	Plus1	2903	1	7	1	9
234.984	4.5	Plus1	1707	1	4	1	6
240.484	4.5	Plus1	2591	0	8	1	9
246.484	4.5	Plus1	1951	1	9	1	12
252.984	4.5	Plus1	1531	1	7	1	8
258.984	4.5	Plus1	1939	1	8	1	11
