onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	SmallProblem	2953	1	7	2	10
12.983	4.5	SmallProblem	3397	1	6	3	11
18.483	4.5	SmallProblem	3577	1	3	2	7
24.483	4.5	SmallProblem	2937	1	3	7	10
29.983	4.5	SmallProblem	2205	1	5	2	7
36.483	4.5	SmallProblem	3369	1	4	3	7
54.483	4.5	Plus1	2689	1	8	1	11
60.983	4.5	Plus1	2333	1	6	1	7
66.983	4.5	Plus1	5125	1	7	1	8
72.483	4.5	Plus1	2113	1	5	1	6
78.983	4.5	Plus1	2621	1	5	1	7
84.483	4.5	Plus1	3297	1	6	1	8
102.483	4.5	Plus1	2193	1	3	1	4
108.983	4.5	Plus1	1701	1	2	1	3
114.483	4.5	Plus1	3505	1	9	1	12
120.483	4.5	Plus1	4225	1	2	1	4
125.983	4.5	Plus1	1581	1	9	1	10
132.483	4.5	Plus1	2553	1	4	1	7
144.483	4.5	LargeProblem	4321	1	6	8	15
150.983	4.5	LargeProblem	3813	1	4	7	12
156.983	4.5	LargeProblem	4085	1	8	5	15
162.483	4.5	LargeProblem	4201	1	3	8	11
168.983	4.5	LargeProblem	3925	1	5	9	14
174.483	4.5	LargeProblem	4705	1	9	3	12
192.483	4.5	LargeProblem	4825	1	9	2	13
197.983	4.5	LargeProblem	3269	1	8	4	13
203.983	4.5	LargeProblem	3949	1	5	7	14
210.483	4.5	LargeProblem	0	0	7	6	13
216.483	4.5	LargeProblem	1865	0	6	5	11
221.983	4.5	LargeProblem	3084	1	4	9	13
234.483	4.5	SmallProblem	2704	1	2	8	10
239.983	4.5	SmallProblem	2661	0	4	6	11
245.983	4.5	SmallProblem	3645	1	3	5	10
252.483	4.5	SmallProblem	2688	1	2	4	6
258.483	4.5	SmallProblem	2792	1	5	4	9
264.983	4.5	SmallProblem	3116	1	2	6	9
