onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.466	4.5	LargeProblem	2730	1	4	9	13
12.983	4.5	LargeProblem	2253	1	5	7	14
18.483	4.5	LargeProblem	3761	1	9	2	13
24.483	4.5	LargeProblem	4305	0	3	8	11
30.983	4.5	LargeProblem	3925	0	9	3	12
36.983	4.5	LargeProblem	5005	1	8	4	13
54.483	4.5	Plus1	2137	1	2	1	3
60.966	4.5	Plus1	1870	1	7	1	8
66.467	4.5	Plus1	1777	1	9	1	10
72.467	4.5	Plus1	2289	1	8	1	11
77.967	4.5	Plus1	1645	1	5	1	6
84.483	4.5	Plus1	1929	1	5	1	7
96.483	4.5	SmallProblem	4057	1	4	6	11
101.983	4.5	SmallProblem	2461	1	5	4	9
108.483	4.5	SmallProblem	2441	0	3	7	10
114.467	4.5	SmallProblem	2449	1	7	2	10
120.983	4.5	SmallProblem	4237	1	4	3	7
126.483	4.5	SmallProblem	1969	1	3	2	7
138.483	4.5	Plus1	2353	1	2	1	4
144.983	4.5	Plus1	2429	1	3	1	4
150.483	4.5	Plus1	2385	1	6	1	7
156.483	4.5	Plus1	1697	1	4	1	7
162.983	4.5	Plus1	1877	1	6	1	8
168.983	4.5	Plus1	3645	1	9	1	12
186.483	4.5	LargeProblem	4945	0	8	5	15
192.967	4.5	LargeProblem	3141	0	7	6	13
198.467	4.5	LargeProblem	4977	1	4	7	12
204.467	4.5	LargeProblem	3193	1	6	5	11
209.983	4.5	LargeProblem	2429	0	5	9	14
216.483	4.5	LargeProblem	4721	1	6	8	15
228.484	4.5	SmallProblem	0	0	6	3	11
233.984	4.5	SmallProblem	2188	1	2	8	10
239.984	4.5	SmallProblem	3844	1	3	5	10
246.484	4.5	SmallProblem	3408	1	2	6	9
251.984	4.5	SmallProblem	5204	1	5	2	7
257.967	4.5	SmallProblem	4901	1	2	4	6
