onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.484	4.5	SmallProblem	2322	1	2	3	5
11.984	4.5	SmallProblem	2302	1	4	2	8
18.8	4.5	SmallProblem	2206	1	4	5	10
24.484	4.5	SmallProblem	3386	1	2	5	8
30.984	4.5	SmallProblem	2918	1	2	7	9
36.984	4.5	SmallProblem	2942	1	6	2	8
48.484	4.5	LargeProblem	2994	1	2	9	11
54.484	4.5	LargeProblem	3970	1	5	6	13
59.984	4.5	LargeProblem	2726	0	6	7	14
66.484	4.5	LargeProblem	3122	0	5	8	13
71.984	4.5	LargeProblem	3742	1	4	8	12
77.984	4.5	LargeProblem	3726	1	8	3	13
96.484	4.5	Plus1	1874	1	6	1	7
102.484	4.5	Plus1	1810	1	9	1	12
108.984	4.5	Plus1	1782	1	3	1	4
114.484	4.5	Plus1	1922	1	8	1	11
120.484	4.5	Plus1	2010	1	3	1	5
126.984	4.5	Plus1	3158	1	4	1	6
138.484	4.5	Plus1	2530	1	5	1	8
144.984	4.5	Plus1	2158	1	8	1	9
150.484	4.5	Plus1	2370	1	4	1	5
156.484	4.5	Plus1	1770	1	7	1	9
161.984	4.5	Plus1	2574	1	2	1	3
168.484	4.5	Plus1	2122	1	7	1	8
186.484	4.5	LargeProblem	2730	1	9	4	14
191.984	4.5	LargeProblem	2502	1	7	4	11
197.984	4.5	LargeProblem	3894	1	9	5	16
204.484	4.5	LargeProblem	4978	1	8	6	14
209.984	4.5	LargeProblem	3182	1	7	5	12
216.484	4.5	LargeProblem	4466	1	3	9	13
228.484	4.5	SmallProblem	5322	1	8	2	11
233.984	4.5	SmallProblem	2878	0	7	3	12
240.484	4.5	SmallProblem	5722	1	3	4	9
246.484	4.5	SmallProblem	3306	1	3	6	9
252.984	4.5	SmallProblem	3542	1	5	3	8
258.484	4.5	SmallProblem	5058	1	6	4	10
