onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.466	4.5	SmallProblem	3234	1	3	4	9
12.983	4.5	SmallProblem	1933	1	2	3	5
18.483	4.5	SmallProblem	3465	1	7	3	12
24.483	4.5	SmallProblem	4697	1	6	4	10
29.966	4.5	SmallProblem	1958	1	6	2	8
36.483	4.5	SmallProblem	2265	1	4	5	10
54.483	4.5	LargeProblem	5721	0	7	4	11
60.966	4.5	LargeProblem	3350	1	4	8	12
66.483	4.5	LargeProblem	4881	1	5	6	13
72.466	4.5	LargeProblem	3930	1	8	3	13
77.983	4.5	LargeProblem	2749	1	2	9	11
83.983	4.5	LargeProblem	6317	1	8	6	14
96.483	4.5	Plus1	2153	1	3	1	4
101.983	4.5	Plus1	1557	1	8	1	9
108.483	4.5	Plus1	1321	1	7	1	8
114.483	4.5	Plus1	2241	1	7	1	9
119.983	4.5	Plus1	1693	1	2	1	3
125.983	4.5	Plus1	1733	1	5	1	8
144.483	4.5	SmallProblem	2625	1	2	5	8
150.483	4.5	SmallProblem	1409	1	5	3	8
155.983	4.5	SmallProblem	3613	1	4	2	8
162.483	4.5	SmallProblem	3097	1	2	7	9
168.483	4.5	SmallProblem	1665	1	3	6	9
174.983	4.5	SmallProblem	3685	0	8	2	11
186.483	4.5	Plus1	2649	1	9	1	12
192.983	4.5	Plus1	2661	1	6	1	7
198.983	4.5	Plus1	2557	1	4	1	6
204.483	4.5	Plus1	1953	1	4	1	5
210.983	4.5	Plus1	1990	1	8	1	11
216.983	4.5	Plus1	1941	1	3	1	5
228.483	4.5	LargeProblem	5169	1	7	5	12
234.466	4.5	LargeProblem	3738	1	3	9	13
239.983	4.5	LargeProblem	4461	1	5	8	13
246.483	4.5	LargeProblem	0	0	6	7	14
251.983	4.5	LargeProblem	781	1	9	4	14
257.983	4.5	LargeProblem	4661	1	9	5	16
