onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.484	4.5	SmallProblem	3414	0	4	6	11
12.984	4.5	SmallProblem	2402	1	2	6	9
18.484	4.5	SmallProblem	2910	1	3	7	10
24.484	4.5	SmallProblem	2750	1	5	4	9
29.984	4.5	SmallProblem	2362	1	2	8	10
36.484	4.5	SmallProblem	2390	1	6	3	11
48.484	4.5	LargeProblem	3854	1	8	4	13
54.984	4.5	LargeProblem	0	0	4	7	12
60.484	4.5	LargeProblem	3854	1	3	8	11
66.484	4.5	LargeProblem	3678	1	5	9	14
71.984	4.5	LargeProblem	2322	1	9	3	12
78.484	4.5	LargeProblem	3822	1	7	6	13
96.484	4.5	LargeProblem	3982	1	4	9	13
102.984	4.5	LargeProblem	4114	1	6	5	11
108.984	4.5	LargeProblem	4202	0	6	8	15
114.484	4.5	LargeProblem	3182	1	9	2	13
120.484	4.5	LargeProblem	4702	1	8	5	15
126.984	4.5	LargeProblem	2706	1	5	7	14
138.484	4.5	SmallProblem	3742	1	4	3	7
144.484	4.5	SmallProblem	2950	1	3	2	7
150.984	4.5	SmallProblem	2458	0	7	2	10
156.484	4.5	SmallProblem	2542	1	2	4	6
162.484	4.5	SmallProblem	1998	1	5	2	7
167.984	4.5	SmallProblem	2546	1	3	5	10
186.484	4.5	Plus1	3038	1	2	1	4
191.984	4.5	Plus1	2194	1	6	1	8
198.484	4.5	Plus1	2286	1	6	1	7
204.484	4.5	Plus1	1894	1	7	1	8
209.984	4.5	Plus1	2218	1	9	1	12
216.484	4.5	Plus1	2622	1	8	1	11
228.484	4.5	Plus1	1870	1	2	1	3
234.984	4.5	Plus1	1610	1	5	1	7
240.484	4.5	Plus1	3142	1	9	1	10
246.484	4.5	Plus1	2462	1	3	1	4
251.984	4.5	Plus1	2026	1	5	1	6
257.984	4.5	Plus1	2410	1	4	1	7
