onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.467	4.5	Plus1	2510	1	7	1	8
12.983	4.5	Plus1	1666	1	4	1	5
18.467	4.5	Plus1	1446	1	3	1	4
24.483	4.5	Plus1	1446	1	8	1	9
30.983	4.5	Plus1	1810	1	3	1	5
36.983	4.5	Plus1	2546	1	5	1	8
54.483	4.5	SmallProblem	2982	0	4	5	10
60.483	4.5	SmallProblem	3878	1	5	3	8
65.983	4.5	SmallProblem	2218	1	3	6	9
72.483	4.5	SmallProblem	1982	0	3	4	9
78.483	4.5	SmallProblem	2686	1	7	3	12
83.983	4.5	SmallProblem	3258	1	6	4	10
102.483	4.5	LargeProblem	2646	1	4	8	12
107.983	4.5	LargeProblem	2298	0	9	5	16
113.983	4.5	LargeProblem	2898	0	7	4	11
120.467	4.5	LargeProblem	3038	0	6	7	14
126.483	4.5	LargeProblem	3342	0	8	6	14
132.984	4.5	LargeProblem	1793	1	7	5	12
150.484	4.5	SmallProblem	2877	1	4	2	8
156.484	4.5	SmallProblem	3589	1	2	7	9
162.984	4.5	SmallProblem	3345	1	8	2	11
168.484	4.5	SmallProblem	2709	1	2	3	5
174.484	4.5	SmallProblem	2478	1	6	2	8
179.984	4.5	SmallProblem	2505	1	2	5	8
192.484	4.5	Plus1	2645	1	2	1	3
197.984	4.5	Plus1	2297	1	9	1	12
203.984	4.5	Plus1	3225	1	8	1	11
210.484	4.5	Plus1	2557	0	7	1	9
215.984	4.5	Plus1	3097	1	6	1	7
222.484	4.5	Plus1	3285	1	4	1	6
234.484	4.5	LargeProblem	3613	1	5	6	13
239.984	4.5	LargeProblem	3161	0	9	4	14
246.484	4.5	LargeProblem	3221	1	3	9	13
252.484	4.5	LargeProblem	2414	0	5	8	13
258.984	4.5	LargeProblem	3442	0	8	3	13
264.984	4.5	LargeProblem	3474	1	2	9	11
