onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.467	4.5	LargeProblem	4617	1	6	8	15
12.467	4.5	LargeProblem	2721	1	9	3	12
19.367	4.5	LargeProblem	1973	1	5	7	14
24.483	4.5	LargeProblem	2025	1	7	6	13
30.983	4.5	LargeProblem	2837	1	4	7	12
36.983	4.5	LargeProblem	2501	1	4	9	13
48.483	4.5	LargeProblem	2145	1	6	5	11
54.983	4.5	LargeProblem	2837	1	8	5	15
60.483	4.5	LargeProblem	1937	1	5	9	14
66.483	4.5	LargeProblem	2417	1	3	8	11
71.983	4.5	LargeProblem	2749	1	9	2	13
77.983	4.5	LargeProblem	0	0	8	4	13
96.483	4.5	SmallProblem	1449	1	5	4	9
102.483	4.5	SmallProblem	3209	1	4	6	11
107.983	4.5	SmallProblem	2917	1	4	3	7
114.483	4.5	SmallProblem	2297	1	3	5	10
119.983	4.5	SmallProblem	4757	1	2	4	6
126.467	4.5	SmallProblem	1769	1	2	6	9
138.483	4.5	Plus1	2209	1	2	1	4
144.983	4.5	Plus1	3573	1	9	1	12
150.983	4.5	Plus1	1717	1	5	1	7
156.483	4.5	Plus1	1633	1	6	1	7
162.483	4.5	Plus1	2113	0	7	1	8
168.984	4.5	Plus1	2796	1	4	1	7
186.484	4.5	Plus1	1696	1	5	1	6
192.984	4.5	Plus1	1260	0	3	1	4
198.484	4.5	Plus1	2064	1	6	1	8
204.484	4.5	Plus1	1976	1	2	1	3
210.984	4.5	Plus1	2028	1	8	1	11
216.484	4.5	Plus1	2424	1	9	1	10
228.484	4.5	SmallProblem	2544	1	3	7	10
234.984	4.5	SmallProblem	2020	1	6	3	11
240.484	4.5	SmallProblem	3176	1	3	2	7
246.484	4.5	SmallProblem	2120	1	7	2	10
251.984	4.5	SmallProblem	1372	0	5	2	7
257.984	4.5	SmallProblem	3404	1	2	8	10
