onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	LargeProblem	1662	1	4	7	12
12.983	4.5	LargeProblem	3042	1	8	5	15
21.2	4.5	LargeProblem	1833	0	8	4	13
24.483	4.5	LargeProblem	3230	0	5	7	14
30.983	4.5	LargeProblem	1866	1	6	5	11
36.983	4.5	LargeProblem	2426	1	5	9	14
48.483	4.5	SmallProblem	2486	0	3	7	10
54.483	4.5	SmallProblem	3805	1	2	6	9
59.983	4.5	SmallProblem	2506	1	7	2	10
66.483	4.5	SmallProblem	2342	0	5	2	7
72.483	4.5	SmallProblem	2046	1	4	3	7
78.983	4.5	SmallProblem	1962	1	2	4	6
90.483	4.5	SmallProblem	3214	1	3	2	7
96.483	4.5	SmallProblem	2126	1	3	5	10
102.983	4.5	SmallProblem	2770	1	6	3	11
108.483	4.5	SmallProblem	2797	1	4	6	11
114.983	4.5	SmallProblem	1769	1	2	8	10
120.483	4.5	SmallProblem	2189	1	5	4	9
138.483	4.5	Plus1	1565	1	7	1	8
143.983	4.5	Plus1	1673	1	9	1	10
149.983	4.5	Plus1	1737	1	8	1	11
156.483	4.5	Plus1	1325	1	3	1	4
161.983	4.5	Plus1	1361	1	5	1	6
168.483	4.5	Plus1	1645	1	5	1	7
186.483	4.5	LargeProblem	1517	1	9	3	12
192.983	4.5	LargeProblem	2689	1	9	2	13
198.983	4.5	LargeProblem	3409	1	3	8	11
204.483	4.5	LargeProblem	2573	1	7	6	13
210.483	4.5	LargeProblem	2157	1	4	9	13
215.983	4.5	LargeProblem	2433	0	6	8	15
234.483	4.5	Plus1	1341	1	6	1	8
239.983	4.5	Plus1	1577	1	2	1	4
246.483	4.5	Plus1	2101	1	6	1	7
252.483	4.5	Plus1	1765	1	2	1	3
257.983	4.5	Plus1	1841	1	4	1	7
263.983	4.5	Plus1	1857	1	9	1	12
