onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	Plus1	2877	1	2	1	4
12.483	4.5	Plus1	1629	1	8	1	11
17.983	4.5	Plus1	1641	1	6	1	8
24.483	4.5	Plus1	1437	1	5	1	6
30.483	4.5	Plus1	2077	1	9	1	12
36.983	4.5	Plus1	1657	1	2	1	3
48.483	4.5	LargeProblem	4661	1	8	5	15
54.983	4.5	LargeProblem	4513	0	6	8	15
60.483	4.5	LargeProblem	4813	1	7	6	13
66.483	4.5	LargeProblem	4685	1	5	7	14
71.983	4.5	LargeProblem	3745	0	8	4	13
77.983	4.5	LargeProblem	2913	1	9	3	12
96.483	4.5	SmallProblem	2277	1	3	5	10
101.983	4.5	SmallProblem	2753	1	3	7	10
107.983	4.5	SmallProblem	1601	1	5	2	7
114.483	4.5	SmallProblem	2317	1	7	2	10
119.983	4.5	SmallProblem	2289	1	2	6	9
126.483	4.5	SmallProblem	4869	1	4	6	11
138.483	4.5	SmallProblem	2341	1	5	4	9
144.983	4.5	SmallProblem	3137	1	3	2	7
150.983	4.5	SmallProblem	2425	1	2	4	6
156.483	4.5	SmallProblem	3189	1	6	3	11
162.983	4.5	SmallProblem	2449	1	2	8	10
168.983	4.5	SmallProblem	3129	1	4	3	7
186.483	4.5	Plus1	1525	1	4	1	7
192.483	4.5	Plus1	1445	1	7	1	8
197.983	4.5	Plus1	1481	1	9	1	10
204.483	4.5	Plus1	1541	1	3	1	4
210.483	4.5	Plus1	1749	1	5	1	7
215.983	4.5	Plus1	1441	1	6	1	7
234.483	4.5	LargeProblem	3869	1	4	9	13
240.483	4.5	LargeProblem	2581	1	9	2	13
245.983	4.5	LargeProblem	3545	1	3	8	11
252.483	4.5	LargeProblem	4317	1	5	9	14
257.983	4.5	LargeProblem	5193	0	4	7	12
264.483	4.5	LargeProblem	2621	1	6	5	11
