onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.466	4.5	SmallProblem	3779	1	4	5	10
11.966	4.5	SmallProblem	3639	1	2	7	9
18.283	4.5	SmallProblem	4970	0	6	4	10
24.466	4.5	SmallProblem	1931	1	2	5	8
29.966	4.5	SmallProblem	3279	1	4	2	8
35.966	4.5	SmallProblem	2167	1	2	3	5
48.466	4.5	SmallProblem	2875	1	6	2	8
54.466	4.5	SmallProblem	3875	1	5	3	8
60.966	4.5	SmallProblem	0	0	7	3	12
66.466	4.5	SmallProblem	27	0	8	2	11
72.466	4.5	SmallProblem	2747	1	3	4	9
77.966	4.5	SmallProblem	2447	1	3	6	9
96.466	4.5	Plus1	2139	1	5	1	8
102.466	4.5	Plus1	2131	1	9	1	12
107.966	4.5	Plus1	1791	1	4	1	5
114.466	4.5	Plus1	1555	1	6	1	7
120.466	4.5	Plus1	1763	1	7	1	8
125.966	4.5	Plus1	1951	1	8	1	9
138.466	4.5	LargeProblem	3467	1	4	8	12
143.966	4.5	LargeProblem	2751	1	7	4	11
150.466	4.5	LargeProblem	3187	1	9	4	14
156.466	4.5	LargeProblem	4459	1	3	9	13
161.967	4.5	LargeProblem	5118	1	8	6	14
168.467	4.5	LargeProblem	4874	1	7	5	12
180.467	4.5	LargeProblem	5706	1	5	8	13
186.967	4.5	LargeProblem	1638	0	8	3	13
192.467	4.5	LargeProblem	3338	1	9	5	16
198.467	4.5	LargeProblem	5410	1	6	7	14
203.967	4.5	LargeProblem	3134	1	5	6	13
210.467	4.5	LargeProblem	1674	0	2	9	11
228.467	4.5	Plus1	4114	1	3	1	5
233.967	4.5	Plus1	2062	1	2	1	3
239.967	4.5	Plus1	2206	1	7	1	9
246.467	4.5	Plus1	2578	1	4	1	6
251.967	4.5	Plus1	1334	1	3	1	4
258.467	4.5	Plus1	2458	1	8	1	11
