onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.466	4.5	LargeProblem	4990	1	5	7	14
12.966	4.5	LargeProblem	3051	0	7	6	13
19.283	4.5	LargeProblem	3349	1	9	2	13
24.483	4.5	LargeProblem	0	0	6	8	15
30.983	4.5	LargeProblem	3769	1	4	9	13
36.983	4.5	LargeProblem	3569	1	5	9	14
48.483	4.5	Plus1	1389	1	2	1	3
54.483	4.5	Plus1	2478	1	7	1	8
60.983	4.5	Plus1	2185	1	3	1	4
66.483	4.5	Plus1	1237	1	6	1	7
72.483	4.5	Plus1	2693	1	8	1	11
78.983	4.5	Plus1	1906	1	9	1	12
90.467	4.5	LargeProblem	278	1	3	8	11
96.483	4.5	LargeProblem	3182	1	6	5	11
102.983	4.5	LargeProblem	4810	1	8	5	15
108.467	4.5	LargeProblem	3926	1	8	4	13
114.483	4.5	LargeProblem	2702	1	9	3	12
119.983	4.5	LargeProblem	0	0	4	7	12
138.467	4.5	SmallProblem	2134	1	2	4	6
144.483	4.5	SmallProblem	2846	1	3	7	10
149.983	4.5	SmallProblem	4226	1	4	3	7
156.483	4.5	SmallProblem	1566	1	5	4	9
162.483	4.5	SmallProblem	2726	1	7	2	10
168.983	4.5	SmallProblem	2658	1	3	2	7
186.467	4.5	SmallProblem	4334	1	3	5	10
192.983	4.5	SmallProblem	1994	1	5	2	7
198.983	4.5	SmallProblem	2482	1	6	3	11
204.467	4.5	SmallProblem	1878	1	2	8	10
210.983	4.5	SmallProblem	2386	1	2	6	9
216.983	4.5	SmallProblem	1914	1	4	6	11
228.467	4.5	Plus1	2150	1	6	1	8
234.967	4.5	Plus1	1594	1	5	1	6
240.467	4.5	Plus1	1366	1	9	1	10
246.467	4.5	Plus1	1526	1	5	1	7
251.984	4.5	Plus1	2009	1	4	1	7
258.467	4.5	Plus1	1550	1	2	1	4
