onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.366	4.5	LargeProblem	3934	1	9	4	14
11.883	4.5	LargeProblem	2465	1	2	9	11
18.716	4.5	LargeProblem	0	0	7	5	12
24.383	4.5	LargeProblem	2437	1	9	5	16
29.883	4.5	LargeProblem	3713	1	8	3	13
36.383	4.5	LargeProblem	0	0	5	8	13
54.383	4.5	SmallProblem	4085	1	5	3	8
60.883	4.5	SmallProblem	4793	0	3	4	9
66.366	4.5	SmallProblem	1814	1	6	2	8
72.383	4.5	SmallProblem	2157	1	6	4	10
77.883	4.5	SmallProblem	3353	0	3	6	9
83.883	4.5	SmallProblem	4593	1	2	5	8
96.367	4.5	SmallProblem	2493	1	4	2	8
102.383	4.5	SmallProblem	1781	1	2	3	5
107.883	4.5	SmallProblem	1785	1	4	5	10
114.383	4.5	SmallProblem	2949	0	7	3	12
119.883	4.5	SmallProblem	4153	1	8	2	11
126.383	4.5	SmallProblem	2397	1	2	7	9
144.367	4.5	LargeProblem	0	0	6	7	14
150.883	4.5	LargeProblem	3409	0	8	6	14
156.883	4.5	LargeProblem	3425	1	7	4	11
162.383	4.5	LargeProblem	3373	1	4	8	12
168.883	4.5	LargeProblem	2817	1	5	6	13
174.383	4.5	LargeProblem	3229	1	3	9	13
186.367	4.5	Plus1	2229	1	8	1	11
191.883	4.5	Plus1	2169	1	9	1	12
197.883	4.5	Plus1	1465	1	4	1	5
204.367	4.5	Plus1	1501	1	3	1	4
209.883	4.5	Plus1	3953	1	5	1	8
215.883	4.5	Plus1	2377	1	8	1	9
228.367	4.5	Plus1	2133	1	4	1	6
234.367	4.5	Plus1	2397	1	3	1	5
239.884	4.5	Plus1	1976	1	6	1	7
246.367	4.5	Plus1	1997	1	7	1	8
252.367	4.5	Plus1	2885	1	7	1	9
257.884	4.5	Plus1	1672	1	2	1	3
