onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	SmallProblem	1748	1	2	3	5
12.483	4.5	SmallProblem	2588	1	3	6	9
17.983	4.5	SmallProblem	1752	1	2	5	8
24.483	4.5	SmallProblem	3180	1	6	4	10
30.483	4.5	SmallProblem	4124	1	8	2	11
35.983	4.5	SmallProblem	2752	1	3	4	9
54.483	4.5	SmallProblem	1556	1	5	3	8
59.983	4.5	SmallProblem	4744	1	2	7	9
66.483	4.5	SmallProblem	2644	1	4	2	8
72.483	4.5	SmallProblem	244	1	7	3	12
78.983	4.5	SmallProblem	224	0	6	2	8
84.983	4.5	SmallProblem	2856	1	4	5	10
96.483	4.5	LargeProblem	1940	1	8	6	14
102.483	4.5	LargeProblem	3876	1	4	8	12
107.983	4.5	LargeProblem	3728	1	5	6	13
114.483	4.5	LargeProblem	4748	0	5	8	13
120.483	4.5	LargeProblem	2996	1	6	7	14
125.983	4.5	LargeProblem	3128	1	3	9	13
144.483	4.5	Plus1	2740	1	3	1	5
149.983	4.5	Plus1	1776	1	5	1	8
155.983	4.5	Plus1	3632	1	7	1	9
162.483	4.5	Plus1	1620	1	8	1	11
168.483	4.5	Plus1	1572	1	4	1	5
174.983	4.5	Plus1	1672	1	2	1	3
186.483	4.5	Plus1	1700	1	6	1	7
192.983	4.5	Plus1	1728	1	8	1	9
198.983	4.5	Plus1	4192	1	4	1	6
204.483	4.5	Plus1	1308	1	7	1	8
210.983	4.5	Plus1	1808	1	3	1	4
216.483	4.5	Plus1	3100	1	9	1	12
234.483	4.5	LargeProblem	2764	1	8	3	13
240.983	4.5	LargeProblem	4944	0	7	4	11
246.983	4.5	LargeProblem	2752	1	2	9	11
252.483	4.5	LargeProblem	4820	1	9	5	16
258.483	4.5	LargeProblem	4852	1	9	4	14
263.983	4.5	LargeProblem	5712	0	7	5	12
