onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	Plus1	1644	1	5	1	7
12.983	4.5	Plus1	1488	1	4	1	7
18.483	4.5	Plus1	1156	0	6	1	7
24.483	4.5	Plus1	1468	1	5	1	6
30.983	4.5	Plus1	1760	0	2	1	3
36.983	4.5	Plus1	1904	1	7	1	8
54.483	4.5	SmallProblem	4668	1	5	2	7
60.483	4.5	SmallProblem	0	0	4	6	11
65.983	4.5	SmallProblem	496	0	3	7	10
72.483	4.5	SmallProblem	2692	1	2	8	10
77.983	4.5	SmallProblem	4528	1	7	2	10
84.483	4.5	SmallProblem	3668	1	2	4	6
102.483	4.5	LargeProblem	5284	1	9	2	13
107.983	4.5	LargeProblem	4856	0	7	6	13
114.483	4.5	LargeProblem	4932	0	8	4	13
120.483	4.5	LargeProblem	4724	1	4	9	13
126.983	4.5	LargeProblem	3056	0	3	8	11
132.483	4.5	LargeProblem	3700	0	4	7	12
144.483	4.5	LargeProblem	3884	1	9	3	12
150.983	4.5	LargeProblem	4184	1	5	9	14
156.484	4.5	LargeProblem	3595	0	6	8	15
162.484	4.5	LargeProblem	2827	1	5	7	14
168.984	4.5	LargeProblem	3639	1	6	5	11
174.484	4.5	LargeProblem	0	0	8	5	15
192.484	4.5	Plus1	2707	1	8	1	11
198.984	4.5	Plus1	0	0	9	1	12
204.484	4.5	Plus1	347	0	3	1	4
210.484	4.5	Plus1	1963	1	2	1	4
216.984	4.5	Plus1	5047	0	6	1	8
222.484	4.5	Plus1	2339	0	9	1	10
234.484	4.5	SmallProblem	1275	1	2	6	9
239.984	4.5	SmallProblem	4207	0	6	3	11
246.484	4.5	SmallProblem	1667	0	4	3	7
252.484	4.5	SmallProblem	1819	0	3	2	7
258.984	4.5	SmallProblem	3607	1	3	5	10
264.484	4.5	SmallProblem	4403	1	5	4	9
