onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	Plus1	1921	1	8	1	9
11.983	4.5	Plus1	2109	1	5	1	8
18.483	4.5	Plus1	2345	1	4	1	5
24.483	4.5	Plus1	1769	1	3	1	4
30.983	4.5	Plus1	2117	1	7	1	9
36.983	4.5	Plus1	2077	0	9	1	12
54.483	4.5	SmallProblem	0	0	6	4	10
60.483	4.5	SmallProblem	2577	0	3	6	9
66.983	4.5	SmallProblem	0	0	4	2	8
72.483	4.5	SmallProblem	1913	1	8	2	11
78.983	4.5	SmallProblem	5333	1	7	3	12
84.483	4.5	SmallProblem	2585	0	6	2	8
96.483	4.5	SmallProblem	3401	1	2	5	8
101.983	4.5	SmallProblem	4685	1	3	4	9
107.983	4.5	SmallProblem	5917	1	4	5	10
114.483	4.5	SmallProblem	4337	1	2	3	5
119.983	4.5	SmallProblem	5477	0	5	3	8
125.983	4.5	SmallProblem	5021	1	2	7	9
144.483	4.5	LargeProblem	0	0	8	3	13
149.983	4.5	LargeProblem	141	0	2	9	11
156.483	4.5	LargeProblem	4177	1	4	8	12
162.483	4.5	LargeProblem	0	0	5	6	13
167.983	4.5	LargeProblem	4277	1	9	4	14
173.983	4.5	LargeProblem	4397	1	3	9	13
186.483	4.5	Plus1	1833	0	6	1	7
191.983	4.5	Plus1	2149	1	3	1	5
198.483	4.5	Plus1	4225	1	7	1	8
204.483	4.5	Plus1	3161	1	8	1	11
210.983	4.5	Plus1	3757	1	2	1	3
216.983	4.5	Plus1	2821	1	4	1	6
228.483	4.5	LargeProblem	5569	1	9	5	16
234.983	4.5	LargeProblem	3637	1	7	4	11
240.983	4.5	LargeProblem	3237	0	7	5	12
246.483	4.5	LargeProblem	4369	1	8	6	14
252.983	4.5	LargeProblem	5413	0	5	8	13
258.983	4.5	LargeProblem	4957	0	6	7	14
