onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	SmallProblem	1451	1	3	6	9
11.983	4.5	SmallProblem	1199	1	2	3	5
17.983	4.5	SmallProblem	1367	1	2	5	8
24.483	4.5	SmallProblem	1403	1	4	5	10
30.483	4.5	SmallProblem	2395	1	7	3	12
36.983	4.5	SmallProblem	1871	1	4	2	8
54.483	4.5	LargeProblem	2547	1	8	6	14
60.983	4.5	LargeProblem	4575	1	7	5	12
66.483	4.5	LargeProblem	2467	1	5	6	13
72.483	4.5	LargeProblem	2179	1	6	7	14
78.983	4.5	LargeProblem	3079	1	5	8	13
84.483	4.5	LargeProblem	2459	1	8	3	13
102.483	4.5	LargeProblem	4139	1	9	5	16
107.983	4.5	LargeProblem	2655	1	9	4	14
114.483	4.5	LargeProblem	2251	1	2	9	11
120.483	4.5	LargeProblem	0	0	7	4	11
126.983	4.5	LargeProblem	2431	1	3	9	13
132.983	4.5	LargeProblem	2519	1	4	8	12
144.483	4.5	Plus1	1723	1	3	1	4
150.483	4.5	Plus1	1939	1	9	1	12
155.983	4.5	Plus1	1327	1	5	1	8
162.483	4.5	Plus1	1531	1	3	1	5
167.983	4.5	Plus1	1375	1	4	1	6
174.483	4.5	Plus1	1443	1	8	1	11
192.483	4.5	SmallProblem	1643	1	3	4	9
198.983	4.5	SmallProblem	3047	1	2	7	9
204.983	4.5	SmallProblem	2311	1	6	2	8
210.483	4.5	SmallProblem	1691	1	5	3	8
216.483	4.5	SmallProblem	1939	1	8	2	11
222.983	4.5	SmallProblem	2399	1	6	4	10
234.483	4.5	Plus1	1179	0	6	1	7
240.483	4.5	Plus1	1203	1	7	1	8
246.983	4.5	Plus1	2551	1	4	1	5
252.483	4.5	Plus1	2019	1	2	1	3
258.483	4.5	Plus1	1235	1	8	1	9
263.983	4.5	Plus1	1383	1	7	1	9
