onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	SmallProblem	1890	1	6	3	11
12.983	4.5	SmallProblem	1726	1	4	6	11
18.483	4.5	SmallProblem	1970	1	3	2	7
24.483	4.5	SmallProblem	1186	1	3	7	10
29.983	4.5	SmallProblem	1590	1	2	8	10
35.983	4.5	SmallProblem	1878	1	2	4	6
54.484	4.5	LargeProblem	0	0	6	8	15
59.984	4.5	LargeProblem	2461	1	8	5	15
66.484	4.5	LargeProblem	0	0	5	9	14
72.484	4.5	LargeProblem	1833	1	4	7	12
78.984	4.5	LargeProblem	2461	1	3	8	11
84.484	4.5	LargeProblem	2001	1	9	3	12
102.484	4.5	Plus1	1777	1	8	1	11
108.984	4.5	Plus1	1741	1	6	1	7
114.484	4.5	Plus1	1689	1	9	1	10
120.484	4.5	Plus1	3257	1	7	1	8
126.984	4.5	Plus1	1589	1	4	1	7
132.984	4.5	Plus1	2253	1	2	1	4
144.484	4.5	LargeProblem	1649	1	7	6	13
150.484	4.5	LargeProblem	2929	1	4	9	13
156.984	4.5	LargeProblem	3557	1	5	7	14
162.484	4.5	LargeProblem	0	0	8	4	13
168.484	4.5	LargeProblem	1369	1	6	5	11
173.984	4.5	LargeProblem	1861	1	9	2	13
186.484	4.5	Plus1	3145	1	2	1	3
191.984	4.5	Plus1	1997	1	9	1	12
198.484	4.5	Plus1	2641	1	3	1	4
204.484	4.5	Plus1	2249	1	6	1	8
209.984	4.5	Plus1	3541	1	5	1	7
216.484	4.5	Plus1	1905	0	5	1	6
234.484	4.5	SmallProblem	1233	1	4	3	7
240.984	4.5	SmallProblem	2565	1	5	4	9
246.984	4.5	SmallProblem	2285	1	5	2	7
252.484	4.5	SmallProblem	3913	1	3	5	10
258.484	4.5	SmallProblem	2873	1	2	6	9
264.984	4.5	SmallProblem	1789	1	7	2	10
