onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.467	4.5	LargeProblem	2552	1	9	2	13
12.983	4.5	LargeProblem	2260	1	7	6	13
18.483	4.5	LargeProblem	3160	0	5	7	14
24.483	4.5	LargeProblem	3096	1	4	7	12
29.983	4.5	LargeProblem	3708	1	8	5	15
35.983	4.5	LargeProblem	2748	1	9	3	12
54.483	4.5	SmallProblem	2728	1	5	2	7
59.983	4.5	SmallProblem	2316	1	2	8	10
66.483	4.5	SmallProblem	2192	1	4	6	11
72.483	4.5	SmallProblem	2264	1	6	3	11
77.983	4.5	SmallProblem	2508	1	3	5	10
84.483	4.5	SmallProblem	2792	1	2	6	9
96.483	4.5	Plus1	2912	1	7	1	8
102.984	4.5	Plus1	2315	1	4	1	7
108.984	4.5	Plus1	1723	1	9	1	10
114.484	4.5	Plus1	2391	1	6	1	7
120.484	4.5	Plus1	2607	1	5	1	6
125.984	4.5	Plus1	2980	1	6	1	8
144.484	4.5	SmallProblem	2295	1	3	7	10
150.484	4.5	SmallProblem	2551	1	2	4	6
156.984	4.5	SmallProblem	2091	1	3	2	7
162.484	4.5	SmallProblem	1687	1	4	3	7
168.984	4.5	SmallProblem	2155	1	7	2	10
174.484	4.5	SmallProblem	4007	1	5	4	9
192.484	4.5	LargeProblem	3311	1	6	8	15
197.984	4.5	LargeProblem	3523	1	8	4	13
204.484	4.5	LargeProblem	2583	1	5	9	14
210.484	4.5	LargeProblem	4287	1	4	9	13
216.984	4.5	LargeProblem	3211	1	3	8	11
222.484	4.5	LargeProblem	3071	1	6	5	11
234.484	4.5	Plus1	2464	1	2	1	4
239.984	4.5	Plus1	2668	1	9	1	12
246.484	4.5	Plus1	2344	1	5	1	7
252.484	4.5	Plus1	2320	1	8	1	11
257.984	4.5	Plus1	2084	1	3	1	4
264.484	4.5	Plus1	2552	1	2	1	3
