onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.484	4.5	LargeProblem	2538	1	5	8	13
12.984	4.5	LargeProblem	3038	0	8	6	14
18.484	4.5	LargeProblem	4530	1	5	6	13
24.484	4.5	LargeProblem	3250	0	9	5	16
30.984	4.5	LargeProblem	3582	0	9	4	14
36.984	4.5	LargeProblem	0	0	8	3	13
48.484	4.5	SmallProblem	3042	1	7	3	12
54.984	4.5	SmallProblem	4326	1	4	2	8
60.984	4.5	SmallProblem	0	0	6	4	10
66.484	4.5	SmallProblem	3394	1	2	7	9
72.484	4.5	SmallProblem	3298	1	2	3	5
78.984	4.5	SmallProblem	4990	1	5	3	8
90.484	4.5	Plus1	2194	1	6	1	7
96.984	4.5	Plus1	2982	1	7	1	9
102.984	4.5	Plus1	2318	1	7	1	8
108.484	4.5	Plus1	2034	1	8	1	9
114.484	4.5	Plus1	2594	1	5	1	8
119.984	4.5	Plus1	2262	1	4	1	5
132.484	4.5	LargeProblem	4754	1	3	9	13
138.484	4.5	LargeProblem	5234	1	4	8	12
144.984	4.5	LargeProblem	4062	0	7	4	11
150.484	4.5	LargeProblem	2882	0	6	7	14
156.484	4.5	LargeProblem	3306	1	2	9	11
161.984	4.5	LargeProblem	0	0	7	5	12
180.484	4.5	Plus1	2778	1	8	1	11
185.984	4.5	Plus1	3462	1	3	1	5
192.484	4.5	Plus1	1770	1	2	1	3
198.484	4.5	Plus1	2778	1	9	1	12
204.984	4.5	Plus1	3006	1	4	1	6
210.484	4.5	Plus1	3026	1	3	1	4
228.484	4.5	SmallProblem	4898	1	8	2	11
233.984	4.5	SmallProblem	5758	1	2	5	8
239.984	4.5	SmallProblem	2806	1	4	5	10
246.484	4.5	SmallProblem	2994	1	6	2	8
251.984	4.5	SmallProblem	5918	1	3	4	9
258.484	4.5	SmallProblem	3458	1	3	6	9
