onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.484	4.5	SmallProblem	2508	1	4	6	11
12.484	4.5	SmallProblem	2156	1	6	3	11
21.184	4.5	SmallProblem	0	0	5	4	9
24.484	4.5	SmallProblem	1924	1	3	7	10
30.484	4.5	SmallProblem	2764	1	2	6	9
35.984	4.5	SmallProblem	2328	1	5	2	7
48.484	4.5	SmallProblem	2780	1	3	5	10
54.484	4.5	SmallProblem	2828	1	2	4	6
60.984	4.5	SmallProblem	2680	1	2	8	10
66.484	4.5	SmallProblem	2452	1	4	3	7
72.484	4.5	SmallProblem	3724	1	7	2	10
77.984	4.5	SmallProblem	2992	1	3	2	7
96.484	4.5	LargeProblem	2676	0	6	5	11
101.984	4.5	LargeProblem	1928	1	7	6	13
108.484	4.5	LargeProblem	2412	1	3	8	11
114.484	4.5	LargeProblem	4516	1	8	5	15
119.984	4.5	LargeProblem	1952	1	8	4	13
125.984	4.5	LargeProblem	3304	0	5	9	14
138.484	4.5	Plus1	2332	1	2	1	3
144.484	4.5	Plus1	3076	1	8	1	11
149.984	4.5	Plus1	2152	1	2	1	4
156.484	4.5	Plus1	2940	1	6	1	7
161.984	4.5	Plus1	2520	1	5	1	7
167.984	4.5	Plus1	3520	1	9	1	12
180.484	4.5	Plus1	2820	1	4	1	7
185.984	4.5	Plus1	2912	1	9	1	10
191.984	4.5	Plus1	0	0	7	1	8
198.484	4.5	Plus1	3332	1	6	1	8
203.984	4.5	Plus1	2056	1	3	1	4
210.484	4.5	Plus1	3124	1	5	1	6
228.484	4.5	LargeProblem	3404	1	5	7	14
233.984	4.5	LargeProblem	4624	1	4	7	12
240.484	4.5	LargeProblem	3388	1	4	9	13
246.484	4.5	LargeProblem	3884	1	6	8	15
252.984	4.5	LargeProblem	3016	1	9	2	13
258.484	4.5	LargeProblem	4036	1	9	3	12
