onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.483	4.5	Plus1	3163	1	9	1	12
12.983	4.5	Plus1	2023	1	3	1	4
19.383	4.5	Plus1	1655	1	6	1	7
24.483	4.5	Plus1	2115	1	4	1	7
30.983	4.5	Plus1	2767	1	2	1	4
36.983	4.5	Plus1	1919	1	2	1	3
48.483	4.5	SmallProblem	3595	1	7	2	10
54.983	4.5	SmallProblem	2943	1	6	3	11
60.483	4.5	SmallProblem	1291	0	5	4	9
66.483	4.5	SmallProblem	243	1	5	2	7
71.983	4.5	SmallProblem	3767	1	4	6	11
78.483	4.5	SmallProblem	0	0	3	7	10
96.483	4.5	SmallProblem	4187	1	2	4	6
102.983	4.5	SmallProblem	4615	1	4	3	7
108.483	4.5	SmallProblem	5827	1	3	2	7
114.483	4.5	SmallProblem	4291	1	3	5	10
120.983	4.5	SmallProblem	3671	1	2	6	9
126.983	4.5	SmallProblem	3383	1	2	8	10
138.483	4.5	LargeProblem	5035	0	3	8	11
144.983	4.5	LargeProblem	2703	1	5	7	14
150.983	4.5	LargeProblem	1231	1	6	5	11
156.483	4.5	LargeProblem	739	0	6	8	15
162.483	4.5	LargeProblem	4603	1	8	5	15
167.983	4.5	LargeProblem	5735	1	8	4	13
180.483	4.5	Plus1	3699	1	5	1	7
186.483	4.5	Plus1	2379	1	8	1	11
191.983	4.5	Plus1	2463	0	5	1	6
198.483	4.5	Plus1	3819	1	7	1	8
204.483	4.5	Plus1	4075	1	6	1	8
210.983	4.5	Plus1	3119	0	9	1	10
228.484	4.5	LargeProblem	4474	1	5	9	14
234.484	4.5	LargeProblem	4186	1	4	7	12
239.984	4.5	LargeProblem	3398	1	9	2	13
246.484	4.5	LargeProblem	4698	1	4	9	13
252.484	4.5	LargeProblem	3650	1	9	3	12
257.984	4.5	LargeProblem	0	0	7	6	13
