onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.484	4.5	Plus1	2505	1	3	1	4
12.484	4.5	Plus1	2345	1	8	1	11
18.3	4.5	Plus1	2289	1	5	1	7
24.484	4.5	Plus1	1713	1	2	1	3
29.984	4.5	Plus1	2709	1	9	1	10
36.484	4.5	Plus1	3145	1	7	1	8
48.484	4.5	SmallProblem	3985	1	6	3	11
53.984	4.5	SmallProblem	1709	1	4	3	7
59.984	4.5	SmallProblem	1573	1	5	2	7
66.484	4.5	SmallProblem	2961	1	5	4	9
71.984	4.5	SmallProblem	2261	1	3	7	10
78.484	4.5	SmallProblem	2737	1	7	2	10
96.484	4.5	LargeProblem	3225	1	6	5	11
101.984	4.5	LargeProblem	3717	1	4	7	12
108.484	4.5	LargeProblem	3953	1	5	7	14
114.484	4.5	LargeProblem	0	0	3	8	11
120.984	4.5	LargeProblem	4069	1	9	2	13
126.984	4.5	LargeProblem	2709	1	9	3	12
144.484	4.5	SmallProblem	3793	1	2	6	9
150.984	4.5	SmallProblem	3797	1	2	4	6
156.984	4.5	SmallProblem	3517	1	3	2	7
162.484	4.5	SmallProblem	3817	1	4	6	11
168.984	4.5	SmallProblem	2885	1	2	8	10
174.484	4.5	SmallProblem	2969	1	3	5	10
186.484	4.5	Plus1	3009	1	6	1	8
191.984	4.5	Plus1	2437	1	5	1	6
198.484	4.5	Plus1	3473	1	6	1	7
204.484	4.5	Plus1	3129	1	4	1	7
210.984	4.5	Plus1	3469	1	9	1	12
216.984	4.5	Plus1	3085	1	2	1	4
234.484	4.5	LargeProblem	4017	1	8	4	13
240.484	4.5	LargeProblem	4353	1	4	9	13
245.984	4.5	LargeProblem	3309	0	6	8	15
252.484	4.5	LargeProblem	4577	1	5	9	14
257.984	4.5	LargeProblem	2685	1	7	6	13
264.484	4.5	LargeProblem	2769	1	8	5	15
