onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.484	4.5	SmallProblem	1562	1	6	2	8
11.984	4.5	SmallProblem	1206	1	6	4	10
20.667	4.5	SmallProblem	1507	1	5	3	8
24.484	4.5	SmallProblem	1314	1	2	5	8
30.984	4.5	SmallProblem	1054	1	2	3	5
36.484	4.5	SmallProblem	1594	1	4	2	8
48.484	4.5	Plus1	1986	1	4	1	5
54.984	4.5	Plus1	1062	1	8	1	9
60.484	4.5	Plus1	1682	1	4	1	6
66.484	4.5	Plus1	1546	1	5	1	8
71.984	4.5	Plus1	1286	1	3	1	5
78.484	4.5	Plus1	890	1	6	1	7
96.484	4.5	LargeProblem	2242	1	3	9	13
102.984	4.5	LargeProblem	3086	1	8	3	13
108.984	4.5	LargeProblem	4958	1	8	6	14
114.484	4.5	LargeProblem	218	0	9	5	16
120.984	4.5	LargeProblem	1598	1	4	8	12
126.984	4.5	LargeProblem	2398	1	5	6	13
138.484	4.5	LargeProblem	2658	1	7	5	12
144.984	4.5	LargeProblem	2446	1	5	8	13
150.984	4.5	LargeProblem	2766	1	7	4	11
156.484	4.5	LargeProblem	3146	1	6	7	14
162.984	4.5	LargeProblem	4022	1	9	4	14
168.984	4.5	LargeProblem	2414	1	2	9	11
186.484	4.5	SmallProblem	2058	1	4	5	10
192.484	4.5	SmallProblem	2698	1	7	3	12
198.984	4.5	SmallProblem	1934	1	3	6	9
204.484	4.5	SmallProblem	1954	1	8	2	11
210.484	4.5	SmallProblem	1650	1	3	4	9
215.984	4.5	SmallProblem	1958	1	2	7	9
234.484	4.5	Plus1	2274	1	3	1	4
240.484	4.5	Plus1	938	1	2	1	3
245.984	4.5	Plus1	1950	1	9	1	12
252.484	4.5	Plus1	1882	1	7	1	9
258.484	4.5	Plus1	1562	1	7	1	8
264.984	4.5	Plus1	1510	1	8	1	11
